"","Unique","Ewatch","Prog","SWFW","Year","Date","DOY","days","Stock","Stock_Analysis","Stock_Region","Stock_Group","Stock_Area","SEASON1","Length","Mass","K","logK","Sex","Catch_Region","Zone","Latitude","Longitude","Tissue","LOD","Value","hkg","arena1","arena2","ascv","c_b_cys","ce_sha","cov","cr_sal","ctv","de_sal","fa_mar","fl_psy","ic_hof","ic_mul","ihnv","ku_thy","lo_sal","mo_vis","my_arc","my_ins","na_sal","ne_per","nu_sal","pa_kab","pa_min","pa_pse","pa_ther","pch_sal","pisck_sal","prv","pspv","re_sal","rlo","sch","smallUK","sp_des","te_bry","te_mar","toti","ven","ver","vhsv","vi_sal","ye_ruc","season2","Date2","jd","ocean_yr","jd2","mo_yr","fl","ref_date","day","SST","temp_devs","jaz"
"86","1000-0029-118-B0581",1,"HS","SW",2012,"6/28/12",180,1381,"U Horsefly","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",220,112,1.051840721,-2.97805002,"F","WCVI","WCVI",53.685,-133.095,"Mixed","NO","AvgCopy",0.006547262,NA,NA,NA,6.107583678,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1.440240111,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-28 03:00:00,"180",2012,"180","2012-06",220,"2012-06",28,9.85323031743368,-1.11934101581573,"MFR+GStr"
"87","1000-0029-118-B0570",1,"HS","SW",2012,"6/28/12",180,1381,"Stellako","Stellako","Upper Fraser","Upper Fraser","Fraser","Summer",142,27,0.942971856,-3.025501269,"M","Northern","Northern",54.448,-131.418,"Mixed","NO","AvgCopy",981047965.6,NA,NA,NA,3269.879772,0,NA,0,NA,0,0.882974685,0,0,0,0,0,0,0,40.4291054,0,0,0,NA,0,565.8272801,291.9347009,45.09322153,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-28 03:00:00,"180",2012,"180","2012-06",142,"2012-06",28,10.3933317565918,-0.929808260599776,"MFR+GStr"
"88","1000-0029-118-B0583",1,"HS","SW",2012,"6/28/12",180,1381,"Stellako","Stellako","Upper Fraser","Upper Fraser","Fraser","Summer",203,98,1.171488317,-2.931262038,"M","WCVI","WCVI",53.685,-133.095,"Mixed","NO","AvgCopy",48.47028852,NA,NA,NA,10623.89294,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,461.1187034,107.967468,247.5514631,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-28 03:00:00,"180",2012,"180","2012-06",203,"2012-06",28,9.85323031743368,-1.11934101581573,"MFR+GStr"
"89","1000-0020-118-2513",NA,"HS","SW",2009,"6/30/09",181,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Summer",145,31,NA,NA,"","WCVI","WCVI",53.24,-132.792,"Gill","","AvgCopy",1.36e-07,NA,NA,NA,518.9394844,0,NA,0,NA,0,0,0,1.07682091,0,0,0,0,NA,0,0,0,0,0,0,0,0,422.1120215,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",2009-06-30 03:00:00,"181",2009,"181","2009-06",145,"2009-06",30,11.2469788869222,0.13849847581651,"MFR+GStr"
"90","1000-0020-118-2506",NA,"HS","SW",2009,"6/30/09",181,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Summer",159,40,NA,NA,"","WCVI","WCVI",53.448,-132.979,"Gill","","AvgCopy",7.48e-07,NA,NA,NA,1417.266924,0,NA,0,NA,0,0,0,0.726486435,0,0,0,0,NA,0,0,0,0,0,0,0,19.56771163,2.215568034,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",2009-06-30 03:00:00,"181",2009,"181","2009-06",159,"2009-06",30,11.0659419759114,0.0141615973578411,"MFR+GStr"
"91","1000-0020-118-2515",NA,"HS","SW",2009,"6/30/09",181,NA,"Weaver","Weaver","Lower Fraser","Lower Fraser","Fraser","Summer",158,40,NA,NA,"","WCVI","WCVI",53.24,-132.792,"Gill","","AvgCopy",7.49e-09,NA,NA,NA,10964.62993,0,NA,0,NA,0,101.6464373,16.08813563,2.534971552,0,0,0,2.020881374,NA,0,0,0,0,0,0,0,555140.3905,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",2009-06-30 03:00:00,"181",2009,"181","2009-06",158,"2009-06",30,11.2469788869222,0.13849847581651,"LFR+GStr"
"92","1000-0020-118-2516",NA,"HS","SW",2009,"6/30/09",181,NA,"Weaver","Weaver","Lower Fraser","Lower Fraser","Fraser","Summer",164,45,NA,NA,"","WCVI","WCVI",53.24,-132.792,"Gill","","AvgCopy",4.05e-09,NA,NA,NA,1606.850278,0,NA,0,NA,0,0,0,0.131604631,0,0,0,0,NA,0,0,0,0,0,0,0,29.70883712,271.0274045,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",2009-06-30 03:00:00,"181",2009,"181","2009-06",164,"2009-06",30,11.2469788869222,0.13849847581651,"LFR+GStr"
"93","1000-0020-118-2511",0,"HS","SW",2009,"6/30/09",181,287,"Stellako","Stellako","Upper Fraser","Upper Fraser","Fraser","Summer",166,44,0.96189665,-3.016871588,"","Northern","Northern",53.356,-132.762,"Mixed","NO","AvgCopy",0.105884606,0,0,0,309.8712674,0,0,0,0,0,0.097901187,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,1053.508435,11.66082854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"SpSu",2009-06-30 03:00:00,"181",2009,"181","2009-06",166,"2009-06",30,11.3692775472005,0.202913017272953,"MFR+GStr"
"94","1000-0020-118-2507",0,"HS","SW",2009,"6/30/09",181,287,"Weaver","Weaver","Lower Fraser","Lower Fraser","Fraser","Summer",166,46,1.005619225,-2.997566432,"","WCVI","WCVI",53.448,-132.979,"Mixed","NO","AvgCopy",25800103.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,614.5924027,0,0,0,NA,0,4.576565979,5.133794657,0,0,0,0,160.6060751,0,0,0,0,0,0,0,0,0,0,0,0,NA,"SpSu",2009-06-30 03:00:00,"181",2009,"181","2009-06",166,"2009-06",30,11.0659419759114,0.0141615973578411,"LFR+GStr"
"95","1000-0020-118-2514",0,"HS","SW",2009,"6/30/09",181,287,"Weaver","Weaver","Lower Fraser","Lower Fraser","Fraser","Summer",170,51,1.038062284,-2.983776588,"","WCVI","WCVI",53.24,-132.792,"Mixed","NO","AvgCopy",37559.70114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,38.68099465,0,0,0,NA,0,144.475382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"SpSu",2009-06-30 03:00:00,"181",2009,"181","2009-06",170,"2009-06",30,11.2469788869222,0.13849847581651,"LFR+GStr"
"96","1000-0020-118-2517",0,"HS","SW",2009,"6/30/09",181,287,"Weaver","Weaver","Lower Fraser","Lower Fraser","Fraser","Summer",171,51,1.019956958,-2.991418155,"","WCVI","WCVI",53.24,-132.792,"Mixed","NO","AvgCopy",179715406.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,672.1793641,0,0,0,NA,0,241.4035105,0.000516192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"SpSu",2009-06-30 03:00:00,"181",2009,"181","2009-06",171,"2009-06",30,11.2469788869222,0.13849847581651,"LFR+GStr"
"97","1000-0020-118-2533",NA,"HS","SW",2009,"7/1/09",182,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Summer",134,22,NA,NA,"","WCVI","WCVI",51.968,-131.142,"Gill","","AvgCopy",1.16e-08,NA,NA,NA,65166.50419,0,NA,0,NA,0,0,0,6.815306176,0,0,0,5.426231805,NA,0,0,0,0,0,0,0,0,1664.360721,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",2009-07-01 03:00:00,"182",2009,"182","2009-07",134,"2009-06",1,10.7877932739258,-0.175186996459956,"MFR+GStr"
"98","1000-0020-118-2536",NA,"HS","SW",2009,"7/1/09",182,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Summer",131,23,NA,NA,"","WCVI","WCVI",51.968,-131.142,"Gill","","AvgCopy",7.23e-11,NA,NA,NA,533205.5966,0,NA,0,NA,0,0,0,0,0.258469483,0,0,0,NA,0,0,0,0,0,0,0,99.31415374,37.48119303,0,0,0,0,0,0,22.64318822,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",2009-07-01 03:00:00,"182",2009,"182","2009-07",131,"2009-06",1,10.7877932739258,-0.175186996459956,"MFR+GStr"
"99","1000-0020-118-2534",NA,"HS","SW",2009,"7/1/09",182,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Summer",135,24,NA,NA,"","WCVI","WCVI",51.968,-131.142,"Gill","","AvgCopy",2.14e-10,NA,NA,NA,51.60339194,0,NA,0,NA,0,1.151914906,0,0,0,0,0,0,NA,35.65462934,0,0,0,0,0,0,2203.277387,4878.050886,0,0,0,0,0,0,1.905108637,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",2009-07-01 03:00:00,"182",2009,"182","2009-07",135,"2009-06",1,10.7877932739258,-0.175186996459956,"MFR+GStr"
"100","1000-0020-118-2535",NA,"HS","SW",2009,"7/1/09",182,NA,"Cultus Lake","Cultus","Lower Fraser","Lower Fraser","Fraser","Summer",150,32,NA,NA,"","WCVI","WCVI",51.968,-131.142,"Gill","","AvgCopy",5.43e-10,NA,NA,NA,335250.8436,0,NA,0,NA,0,10.08138469,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,30271134.24,35622.47717,0,0,0,0,0,0,0.867405773,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",2009-07-01 03:00:00,"182",2009,"182","2009-07",150,"2009-06",1,10.7877932739258,-0.175186996459956,"LFR+GStr"
"101","1000-0029-118-B0594",1,"HS","SW",2012,"6/30/12",182,1383,"Birkenhead","Birkenhead","Lower Fraser","Lower Fraser","Fraser","Summer",140,26,0.947521866,-3.023410759,"M","WCVI","WCVI",53.253,-132.767,"Mixed","NO","AvgCopy",2421311.331,NA,NA,NA,260.5051645,0,NA,0,NA,0,0,0,0,0,0,0,0,0,287375.5464,0,0,0,NA,0,0,0.526625652,0,0,0,0,18.72092751,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",140,"2012-06",30,10.0202225367228,-1.09101078404321,"LILL+GStr"
"102","1000-0029-118-B0602",1,"HS","SW",2012,"6/30/12",182,1383,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",121,17,0.959605681,-3.01790719,"M","Northern","Northern",52.877,-132.325,"Mixed","NO","AvgCopy",286659.4205,NA,NA,NA,4946.239849,0,NA,0,NA,0,0,0,0,0,0,0,0,0,88208.90725,0,0,0,NA,0,0,77.54473051,0,0,0,0,4731.105516,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",121,"2012-06",30,10.2019072532654,-0.940116087595632,"MFR+GStr"
"103","1000-0029-118-B0592",1,"HS","SW",2012,"6/30/12",182,1383,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",144,27,0.904224537,-3.043723712,"F","WCVI","WCVI",53.253,-132.767,"Mixed","NO","AvgCopy",482979.8728,NA,NA,NA,253.8692468,0.771678435,NA,0,NA,0,0,0,0,0,0,0,0,0,203044.012,0,0,0,NA,0,20835.0138,0,0.352189871,0,0,0,55.74665275,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",144,"2012-06",30,10.0202225367228,-1.09101078404321,"MFR+GStr"
"104","1000-0029-118-B0589",1,"HS","SW",2012,"6/30/12",182,1383,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",141,29,1.034524213,-2.98525934,"M","WCVI","WCVI",53.456,-132.982,"Mixed","NO","AvgCopy",1862.656076,NA,NA,NA,133.0438902,0,NA,0,NA,0,0,0,3.642464067,0,0,0,0,0,58979.23403,0,0,0,NA,0,19.11358954,5.925959875,65.17443347,0,0,0,1338.116611,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",141,"2012-06",30,10.0021769205729,-1.04696732415093,"MFR+GStr"
"105","1000-0029-118-B0607",1,"HS","SW",2012,"6/30/12",182,1383,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",141,30,1.070197462,-2.970536083,"F","WCVI","WCVI",52.78,-132.203,"Mixed","NO","AvgCopy",394309.482,NA,NA,NA,32.47501691,0,NA,0,NA,0,0,0,0,0,0,0,0,0,227491.3685,0,0,0,NA,0,136.0368606,1200.447669,325.0189285,0,0,0,0,0,0,1.840778941,NA,1.025534124,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",141,"2012-06",30,10.2289001464844,-0.905349747339887,"MFR+GStr"
"106","1000-0029-118-B0600",1,"HS","SW",2012,"6/30/12",182,1383,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",154,32,0.876168864,-3.057412184,"M","WCVI","WCVI",53.108,-132.615,"Mixed","NO","AvgCopy",1698668.896,NA,NA,NA,32601.30367,0,NA,0,NA,0,0,0,0,0,0,0,0,0,40784.70078,0,0,0,NA,0,56.23171075,77.12821023,0,0,0,0,28.12469706,0,0,0,NA,0,0,25.89015789,NA,0,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",154,"2012-06",30,10.0833223342896,-1.04286573198106,"MFR+GStr"
"107","1000-0029-118-B0604",1,"HS","SW",2012,"6/30/12",182,1383,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",120,16,0.925925926,-3.033423755,"M","Northern","Northern",52.877,-132.325,"Mixed","NO","AvgCopy",2292427007,NA,NA,NA,1104.675656,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,278.3417752,781.5370335,80.54317768,0,0,0,0,0,0,7.062675647,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",120,"2012-06",30,10.2019072532654,-0.940116087595632,"STh+GStr"
"108","1000-0029-118-B0603",1,"HS","SW",2012,"6/30/12",182,1383,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",122,18,0.991272397,-3.003806987,"M","Northern","Northern",52.877,-132.325,"Mixed","NO","AvgCopy",12708.84651,NA,NA,NA,13364.37016,0,NA,0,NA,0,0,0,0,0,0,0,0,0,2181.777162,0,0,0,NA,0,92871.86887,0,0,0,0,0,0.83567768,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",122,"2012-06",30,10.2019072532654,-0.940116087595632,"STh+GStr"
"109","1000-0029-118-B0598",1,"HS","SW",2012,"6/30/12",182,1383,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",130,21,0.955848885,-3.019610762,"F","WCVI","WCVI",53.108,-132.615,"Mixed","NO","AvgCopy",62529.65797,NA,NA,NA,11716.12064,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,8274.022805,0.015873197,0,0,0,0,542.4960082,0,0,0,NA,0,0,17900.31882,NA,0,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",130,"2012-06",30,10.0833223342896,-1.04286573198106,"STh+GStr"
"110","1000-0029-118-B0591",1,"HS","SW",2012,"6/30/12",182,1383,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",139,27,1.005354818,-2.997680637,"M","WCVI","WCVI",53.253,-132.767,"Mixed","NO","AvgCopy",2.78e-12,NA,NA,NA,8.578245442,0,NA,0,NA,0,0,0,0,0,0,0,0,0,18.72887495,0,0,0,NA,0,0,6.416536188,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",139,"2012-06",30,10.0202225367228,-1.09101078404321,"STh+GStr"
"111","1000-0029-118-B0595",1,"HS","SW",2012,"6/30/12",182,1383,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",150,31,0.918518519,-3.036912083,"M","WCVI","WCVI",53.253,-132.767,"Mixed","NO","AvgCopy",89.63255988,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1.199359845,0,262.303918,0,0,0,0,1.068932945,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",150,"2012-06",30,10.0202225367228,-1.09101078404321,"STh+GStr"
"112","1000-0029-118-B0593",1,"HS","SW",2012,"6/30/12",182,1383,"L Horsefly","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",147,31,0.975909823,-3.01059031,"M","WCVI","WCVI",53.253,-132.767,"Mixed","NO","AvgCopy",53448.05952,NA,NA,NA,50.0873856,0,NA,0,NA,0,0,0,0,0,0,0,0,0,115733.1903,0,0,0,NA,0,0,1.147183264,0.114769059,0,0,0,5152.285911,0,0,0.675779319,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",147,"2012-06",30,10.0202225367228,-1.09101078404321,"MFR+GStr"
"113","1000-0029-118-B0601",1,"HS","SW",2012,"6/30/12",182,1383,"Mitchell","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",125,20,1.024,-2.989700043,"F","Northern","Northern",52.877,-132.325,"Mixed","NO","AvgCopy",87815.74038,NA,NA,NA,4142.573617,0,NA,0,NA,0,0,0,0,0,0,0,0,0,251614.3212,0,0,0,NA,0,0,37.77344261,0,0,0,0,746.379748,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",125,"2012-06",30,10.2019072532654,-0.940116087595632,"MFR+GStr"
"114","1000-0029-118-B0608",1,"HS","SW",2012,"6/30/12",182,1383,"Mitchell","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",131,21,0.934125887,-3.029594592,"M","WCVI","WCVI",52.78,-132.203,"Mixed","NO","AvgCopy",7079.207357,NA,NA,NA,61.25091638,0,NA,0,NA,0,0,0,0,0,0,0,0,0,105.1827658,0,0,0,NA,0,20.73057969,795.9924931,2.651788203,0,0,0,1106.670148,0,0,3.166156681,NA,0,0,0,NA,1.230291936,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",131,"2012-06",30,10.2289001464844,-0.905349747339887,"MFR+GStr"
"115","1000-0029-118-B0588",1,"HS","SW",2012,"6/30/12",182,1383,"Mitchell","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",145,30,0.984050187,-3.006982752,"M","WCVI","WCVI",53.456,-132.982,"Mixed","NO","AvgCopy",11.19549041,NA,NA,NA,11.65975756,0,NA,0,NA,0,0,0,0,0,0,0,0,0,13091.61461,0,0,0,NA,0,9629.968487,0,0,0,0,0,336.1688265,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",145,"2012-06",30,10.0021769205729,-1.04696732415093,"MFR+GStr"
"116","1000-0029-118-B0597",1,"HS","SW",2012,"6/30/12",182,1383,"Seymour","Seymour","Lower Fraser","Lower Fraser","Fraser","Summer",134,20,0.831219266,-3.080284399,"F","WCVI","WCVI",53.108,-132.615,"Mixed","NO","AvgCopy",595.0980992,NA,NA,NA,5271.928464,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0.826459227,0,0,0,NA,0,16.89482156,1.012714791,0,0,0,0,0,0,0,0,NA,0,0,2.81102349,NA,0,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",134,"2012-06",30,10.0833223342896,-1.04286573198106,"STh+GStr"
"117","1000-0029-118-B0606",1,"HS","SW",2012,"6/30/12",182,1383,"Stellako","Stellako","Upper Fraser","Upper Fraser","Fraser","Summer",125,18,0.9216,-3.035457534,"M","WCVI","WCVI",52.78,-132.203,"Mixed","NO","AvgCopy",3335013.153,NA,NA,NA,435.277606,0,NA,0,NA,0,0,0,0,0,0,0,0,0,72.93155175,0,0,0,NA,0,67900.62447,0,0,0,0,0,0,0,0,0,NA,0,0,3.451862008,NA,1.073012544,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",125,"2012-06",30,10.2289001464844,-0.905349747339887,"MFR+GStr"
"118","1000-0029-118-B0599",1,"HS","SW",2012,"6/30/12",182,1383,"Stellako","Stellako","Upper Fraser","Upper Fraser","Fraser","Summer",132,21,0.913056182,-3.039502499,"F","WCVI","WCVI",53.108,-132.615,"Mixed","NO","AvgCopy",166803736.5,NA,NA,NA,57.26040432,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,95.5436934,163884.2262,0,2.920535769,0,0,0,597.1244965,0,0,0,NA,0,95.3081202,93.5078798,NA,0,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",132,"2012-06",30,10.0833223342896,-1.04286573198106,"MFR+GStr"
"119","1000-0029-118-B0596",1,"HS","SW",2012,"6/30/12",182,1383,"Stellako","Stellako","Upper Fraser","Upper Fraser","Fraser","Summer",135,25,1.016105269,-2.993061297,"M","WCVI","WCVI",53.108,-132.615,"Mixed","NO","AvgCopy",1365912372,NA,NA,NA,17.01219967,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3.816075828,0,0,0,0,1.570401246,0,0,0,NA,0,0,96.02859583,NA,0,0,0,0,NA,"SpSu",2012-06-30 03:00:00,"182",2012,"182","2012-06",135,"2012-06",30,10.0833223342896,-1.04286573198106,"MFR+GStr"
"120","1000-0026-118-7947",0,"HS","SW",2011,"7/2/11",183,1019,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",153,36,1.005143824,-2.997771792,"F","WCVI","WCVI",52.251,-131.488,"Mixed","NO","AvgCopy",939365.6107,0,0,0,12196.08548,0,0,0,0,0,0,0,0,0,0,0,0,NA,245312.705,0,0,0,NA,0,0,66.96635364,0,0,0,0,1146.926859,0,0,0,0,0,0,0,0,0,0,0,0,NA,"SpSu",2011-07-02 03:00:00,"183",2011,"183","2011-07",153,"2011-06",2,10.8115765253703,-0.204287354151406,"MFR+GStr"
"121","1000-0026-118-7963",0,"HS","SW",2011,"7/3/11",184,1020,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",130,20,0.910332271,-3.040800061,"M","Northern","Northern",51.908,-127.879,"Mixed","NO","AvgCopy",1.18e-12,0,0,0,175240.932,0,0,0,0,0,0,0,0,0,0,0,2.014782813,NA,313400.8443,0,0,0,NA,0,0,1.015412075,72.97182956,0,0,0,12819.21522,0,0,0,0,0,0,0,0,3.022536241,0,0,0,NA,"SpSu",2011-07-03 03:00:00,"184",2011,"184","2011-07",130,"2011-06",3,12.9159703826904,0.299001235961917,"MFR+GStr"
"122","1000-0017-118-0462",NA,"HS","SW",2008,"7/3/08",185,NA,"Scotch","Scotch","South Thompson","Thompson","Fraser","Summer",132,21,NA,NA,"M","Northern","Northern",51.886,-130.712,"Gill","","AvgCopy",7.88e-09,NA,NA,NA,93336.87395,0,NA,0,NA,0,0,0,194.4022886,0,0,0,0,NA,2.115123452,0,0,0,0,0,0,1.920310727,0,0,0,0,0,0,0,67.92825536,NA,0,0,NA,NA,0,0,0,0,NA,"SpSu",2008-07-03 03:00:00,"185",2008,"185","2008-07",132,"2008-06",3,9.62431838989257,-1.75055716196697,"STh+GStr"
"123","1000-0026-118-7970",0,"HS","SW",2011,"7/4/11",185,1021,"WidgeonSlough","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",134,24,0.997463119,-3.001103153,"M","Northern","Northern",51.509,-127.875,"Mixed","NO","AvgCopy",1013.170906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,31.40505851,0,0,0,NA,0,52847.17329,0,1036.735424,0,0,0,0,0,0,0.147407417,0,0,0,0,0,9.278965977,0,0,0,NA,"SpSu",2011-07-04 03:00:00,"185",2011,"185","2011-07",134,"2011-06",4,12.530731010437,0.222705634435016,"LFR+GStr"
"124","1000-0026-118-7972",0,"HS","SW",2011,"7/4/11",185,1021,"Seymour","Seymour","Lower Fraser","Lower Fraser","Fraser","Summer",129,20,0.931667326,-3.030739135,"M","Northern","Northern",51.509,-127.875,"Mixed","NO","AvgCopy",46.95427892,0,1.347935372,0,28802.54925,0,0,0,0,0,0,0,0.854630067,0,0,0,0,NA,0,0,0,0,NA,0,0,2.15767457,152.6485407,0,0,0,144.714786,0,0,0,0,0,0,0,0,11.6723884,0,0,0,NA,"SpSu",2011-07-04 03:00:00,"185",2011,"185","2011-07",129,"2011-06",4,12.530731010437,0.222705634435016,"STh+GStr"
"125","1000-0038-118-D3757",0,"HS","SW",2014,"7/14/14",195,2127,"Birkenhead","Birkenhead","Lower Fraser","Lower Fraser","Fraser","Summer",122,19,1.046343086,-2.980325891,"M","Northern","Northern",52.331,-129.729,"Mixed","NO","AvgCopy",6.48e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,1011061.551,0,1558.619994,0,0,0,0,0,0,0,0,17.03695825,0,0,0,0,0,0,0,NA,"SpSu",2014-07-14 03:00:00,"195",2014,"195","2014-07",122,"2014-07",14,14.3719817733765,0.381716338793435,"LILL+GStr"
"126","1000-0038-118-D3759",0,"HS","SW",2014,"7/14/14",195,2127,"Birkenhead","Birkenhead","Lower Fraser","Lower Fraser","Fraser","Summer",129,19,0.88508396,-3.05301553,"F","Northern","Northern",52.331,-129.729,"Mixed","NO","AvgCopy",2.18e-14,0,0,0,10149.06916,80.54755604,0,0,0,0,0,0,33.50936724,0,0,0,0,NA,12.08689553,0,0,0,NA,0,1232742.877,0,17.72641175,0,0,0,5.645575136,0,0,2.43049861,0,0,0,0,0,0,0,0,0,NA,"SpSu",2014-07-14 03:00:00,"195",2014,"195","2014-07",129,"2014-07",14,14.3719817733765,0.381716338793435,"LILL+GStr"
"127","1000-0038-118-D3770",0,"HS","SW",2014,"7/14/14",195,2127,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",147,33,1.038871748,-2.983438064,"M","Northern","Northern",52.525,-130.788,"Mixed","NO","AvgCopy",0.001470128,0,0,0,45.03073432,0,0,0,0,0,0,0,33.76982822,0,0,0,0,NA,5.675612254,0,0,0,NA,977416.8053,0,28.16142035,12.07760339,0,0,0,7.658371797,0,0,0,0,0,0,0,0,0,0,0,0,NA,"SpSu",2014-07-14 03:00:00,"195",2014,"195","2014-07",147,"2014-07",14,13.9096179962158,-0.059772221247357,"MFR+GStr"
