"","ID","Longitude","Latitude","X","Y","start_loc1","Phillips Arm","Lees Bay","Cliff Bay","Conville Bay","Dunsterville","Port Elizabeth","Larsen Island","Okisollo","Yellow Island","Vantage","St Vincent Bay","Glacial Creek","Raza Island","Venture Point","Salten","Bickley Bay","Thurlow","Sonora Point","Brougham Point","Kunechin","Site 9","Doctor Bay","Cypress Harbour","Swanson","Arrow Pass","Midsummer","Read Island","Frederick Arm","Newcomb","Hardy Bay","Sir Edmund Bay","Cyrus Rock","Upper Retreat","Site 13","Young Pass","Chancellor Channel","Cecil Island","Wicklow Point","Glacier Falls","Shelter Pass","Maude Island","Barnes Bay","Lochalsh Bay","Bell Island","Sargeaunt Pass","Shaw Point","Burdwood","Potts Bay","Far Side","Egerton Creek","Raynor","Doyle Island","Duncan Island","Althorpe","Wehlis Bay","Simmonds Point","Shelter Bay","Marsh Bay","Robertson","Brent Island","Jackson Passage","Hardwicke","Doctor Islets","Humphrey Rock","Kid Bay","Culloden","Ahlstrom","Goat Cove","Noo-la","Wa-kwa","Sheep Passage","Lime Point","Ghi ya","Wanx talis","Tsa-ya","Cougar","Alexander","Jackson Pass","Middle Point","Conville Point"
"380","samp_loc379",-124.0733333,49.56166667,-124.0733333,49.56166667,77947.3325465768,140203.865384757,164012.85471734,245386.371718648,105390.764056373,101502.791979867,225083.919168446,233051.592110774,126686.717534039,112529.453063878,39795.6401922766,31929.924501279,57890.5083914251,110627.109227403,128273.752352905,46321.3291491109,142052.600335907,139204.289625539,136475.066784929,140662.130003508,47871.3407057318,52311.9779732475,103787.596671068,256455.83905165,234116.573767405,243501.692665886,237786.995034579,102388.95361283,132856.151902842,53257.8119588876,287144.951007786,251127.281544843,115867.876918286,242319.084914402,44756.1798250604,141927.158733792,161475.783474312,259992.336634459,250672.44808217,240915.738821978,296132.03710744,262986.131446566,123999.234106523,500705.474235747,294890.815204336,221615.012988416,179222.803556914,244028.782555743,236411.473846878,134061.393725784,132820.385435463,282569.573723309,291953.089130908,296678.740032125,173774.595635933,265789.910829597,267416.727111093,298960.826423615,288283.068125114,294497.285305003,129553.312369029,497856.380536555,163239.834432704,218841.215671912,221447.433620463,525009.943548484,31606.3624290278,28389.6536344697,523071.2357244,217650.104430161,216656.644064936,530901.001671129,529689.314410357,324818.305052866,321982.998775689,215501.10544872,515866.004442383,511268.580132864,497994.302039173,108009.723770009,106316.073480294
"381","samp_loc380",-123.45,49.14833333,-123.45,49.14833333,17800.8978235595,204647.92556104,228456.914893623,308509.369781747,169827.503392341,165939.531315835,288206.917231545,296174.590173873,191123.456870007,175652.451126976,87269.9588685112,94676.0935725046,120636.677462651,175071.169403685,192710.491688873,85131.7748524725,206496.66051219,203648.349801821,200919.126961211,203785.128066607,85771.2712240017,90211.9084915175,168231.656847351,319578.837114749,297239.571830504,306624.690728985,300909.993097678,166825.692948798,197300.212079125,73766.6018298804,350267.949070885,314250.279607942,180304.616254254,305442.0829775,84974.0928517999,205050.156796891,225919.843650594,323115.334697558,313795.446145269,304038.736885077,359255.035170539,326109.129509665,188435.973442491,563828.472298845,358013.813267434,284738.011051515,242345.801620012,307151.780618842,299534.471909976,198505.453902067,197264.445611745,345692.571786407,355076.087194007,359801.738095224,236897.593699032,328912.908892696,330539.725174192,362083.824486714,351406.066188212,357620.283368102,193708.857856106,560979.378599654,226362.832495803,281964.213735011,284570.431683562,588132.941611583,94837.2663311631,92807.8363449091,586194.233787499,280773.10249326,279779.642128035,594023.999734227,592812.312473455,387941.303115965,385105.996838788,278624.103511819,578989.002505482,574391.578195962,561117.300102272,171132.721833108,170752.812816262
"382","samp_loc381",-123.7723167,49.22083333,-123.7723167,49.22083333,42048.3639188194,182881.936262897,206078.364190335,285242.868100635,147567.647332478,143679.675255972,264940.415550433,272908.088492761,168863.600810144,152385.949445865,82627.4582100473,74761.7425190497,100722.326409196,153305.180105542,170450.63562901,87176.2338129687,184730.671214047,181882.360503679,179153.137663068,180518.626385495,87815.7301844979,92256.3674520136,146465.667549208,296312.335433637,273973.070149392,283358.189047874,277643.491416566,144565.836888935,175534.222780982,75811.0607903766,327001.447389773,290983.77792683,158044.760194391,282175.581296389,87018.5518122961,181783.655115779,203541.292947307,299848.833016446,290528.944464157,280772.235203965,335988.533489427,302842.627828553,166176.117382629,540561.970617734,334747.311586323,261471.509370403,219079.299938901,283885.27893773,276267.970228865,176739.464603924,175498.456313603,322426.070105296,331809.585512895,336535.236414112,213631.09201792,305646.407211584,307273.22349308,338817.322805602,328139.5645071,334353.78168699,170442.356174994,537712.876918542,203096.330814691,258697.712053899,261303.93000245,564866.439930471,74922.9152777082,72056.4459701266,562927.732106387,257506.600812148,256513.140446923,570757.498053115,569545.810792344,364674.801434853,361839.495157676,255357.601830707,555722.50082437,551125.076514851,537850.79842116,147866.220151996,148492.956756399
"383","samp_loc382",-123.8369667,49.34725,-123.8369667,49.34725,50951.1393775963,169095.515382223,192904.504714806,272710.02884119,134275.093213524,130387.121137018,252407.576290988,260375.249233316,155571.046691191,139853.110186419,67903.8122622435,60038.0965712459,85998.680461392,139518.759224869,157158.081510056,74429.5012190778,170944.250333373,168095.939623005,165366.716782395,167985.78712605,75979.5127756987,80420.1500432144,132679.246668534,283779.496174192,261440.230889947,270825.349788428,265110.652157121,131273.282769981,161747.801900308,73302.3925129122,314468.608130328,278450.938667385,144752.206075437,269642.742036944,72864.3518950273,169250.815856334,190367.433471778,287315.993757001,277996.105204712,268239.39594452,323455.694229982,290309.788569108,152883.563263675,528029.131358288,322214.472326878,248938.670110958,206546.460679455,271352.439678285,263735.130969419,162953.04372325,161712.035432929,309893.23084585,319276.74625345,324002.397154667,201098.252758475,293113.567952139,294740.384233635,326284.483546157,315606.725247655,321820.942427545,157909.516915549,525180.037659097,190563.491555246,246164.872794454,248771.090743005,552333.600671026,60199.2693299044,57756.3387604234,550394.892846942,244973.761552703,243980.301187478,558224.65879367,557012.971532898,352141.962175408,349306.655898231,242824.762571262,543189.661564925,538592.237255405,525317.959161715,135333.380892551,135200.402637445
"384","samp_loc383",-124.1239333,49.41091667,-124.1239333,49.41091667,72860.1441670283,152189.763278697,173231.150844942,252395.654755242,114720.433987085,110832.461910579,232093.20220504,240060.875147368,136016.387464751,119538.736100471,56803.7230887855,48938.0073977879,74898.591287934,122613.007121342,137603.422283617,63329.4120456198,154038.498229847,151190.187519479,148460.964678868,147671.413040102,64879.4236022407,69320.0608697564,115774.024578626,263465.122088244,241125.856803999,250510.97570248,244796.278071173,111718.623543542,144842.049796782,70265.8948553965,294154.23404438,258136.564581437,125197.546848998,249328.367950995,61764.2627215693,148936.441770386,170694.079601914,267001.619671053,257681.731118764,247925.021858572,303141.320144034,269995.41448316,133328.904037235,507714.75727234,301900.098240929,228624.29602501,186232.086593507,251038.065592337,243420.756883471,146047.291619724,144806.283329402,289578.856759902,298962.372167502,303688.023068719,180783.878672527,272799.193866191,274426.010147687,305970.109460209,295292.351161707,301506.568341597,137595.142829601,504865.663573149,170249.117469298,225850.498708506,228456.716657057,532019.226585078,46017.3255196579,42800.6167250999,530080.518760994,224659.387466755,223665.92710153,537910.284707722,536698.59744695,331827.58808946,328992.281812283,222510.388485314,522875.287478977,518277.863169457,505003.585075767,115019.006806603,115645.743411006
"385","samp_loc384",-124.24975,49.35731667,-124.24975,49.35731667,79434.6014373231,150688.375315275,170306.34404409,249470.84795439,113078.196707069,109190.224630563,229168.395404188,237136.068346516,134374.150184735,116613.929299619,65181.3121573038,57315.5964663062,83276.1803564523,121111.61915792,135961.185003601,71707.0011141381,152537.110266425,149611.929283902,146959.576715446,144746.60623925,73257.0126707589,77697.6499382747,114272.636615204,260540.315287392,238201.050003147,247586.168901628,241871.471270321,110076.386263526,143340.66183336,78643.4839239148,291229.427243528,255211.757780585,123555.309568982,246403.561150144,70141.8517900875,146011.634969534,167769.272801062,264076.812870201,254756.924317912,245000.21505772,300216.513343182,267070.607682308,131686.66675722,504789.950471488,298975.291440078,225699.489224158,183307.279792655,248113.258791485,240495.950082619,144545.903656302,143304.895365981,286654.04995905,296037.56536665,300763.216267867,177859.071871675,269874.387065339,271501.203346835,303045.302659357,292367.544360855,298581.761540745,134670.336028749,501940.856772297,167324.310668446,222925.691907654,225531.909856205,529094.419784226,54137.7378856072,50921.0290910492,527155.711960142,221734.580665903,220741.120300678,534985.47790687,533773.790646099,328902.781288608,326067.475011431,219585.581684462,519950.480678125,515353.056368605,502078.778274915,112094.200005751,114003.50613099
"386","samp_loc385",-124.48755,49.51751667,-124.48755,49.51751667,101801.1391256,126761.084310432,145510.187838241,224674.691748541,88554.4724169433,84666.5003404371,204372.239198338,212339.912140667,109850.425894609,91817.7730937703,73922.1754458409,66056.4597548433,92017.0436449894,97184.3281530771,111437.460713475,80447.8644026752,128609.819261582,124815.773078052,123032.285710603,119950.450033401,81997.8759592961,86438.5132268118,90345.6627120368,235744.159081543,213404.893797298,222790.012695779,217075.315064472,85552.6619734003,119413.370828517,87384.3472124519,266433.271037679,230415.601574735,99031.585278856,221607.404944294,78882.7150786247,121215.478763685,142973.116595212,239280.656664352,229960.768112063,220204.058851871,275420.357137332,242274.451476459,107162.942467094,479993.794265639,274179.135234228,200903.333018309,158511.123586806,223317.102585636,215699.79387677,120618.612651459,119377.604361137,261857.893753201,271241.409160801,275967.060062018,153062.915665826,245078.23085949,246705.047140986,278249.146453508,267571.388155006,273785.605334896,109874.1798229,477144.700566448,142528.154462597,198129.535701805,200735.753650356,504298.263578377,62878.6011741444,59661.8923795863,502359.555754293,196938.424460054,195944.964094829,510189.321701021,508977.634440249,304106.625082759,301271.318805582,194789.425478613,495154.324472276,490556.900162756,477282.622069066,87298.0437999018,89479.7818408641
"387","samp_loc386",-124.7576333,49.61163333,-124.7576333,49.61163333,123965.773849328,111148.785496901,124913.6591264,204078.1630367,69658.2307017222,65770.258625216,183775.710486497,191743.383428826,90954.1841793883,71221.2443819291,85325.0919213463,67595.8906162107,100015.925732907,81572.0293395459,91257.6549490561,91850.7808781806,112997.52044805,104219.244366211,106996.9674966,99353.9213215593,93400.7924348015,97841.4297023172,75392.5484553685,215147.630369702,192808.365085457,202193.483983938,196478.786352631,66656.4202581792,103801.072014985,97475.1034575741,245836.742325838,209819.072862894,80135.3435636349,201010.876232453,90285.6315541301,100618.950051844,122376.587883371,218684.127952511,209364.239400221,199607.53014003,254823.828425491,221677.922764618,88266.7007518725,459397.265553798,253582.606522387,180306.804306468,137914.594874965,202720.573873794,195103.265164929,105006.313837927,103765.305547606,241261.36504136,250644.880448959,255370.531350177,132466.386953985,224481.702147649,226108.518429145,257652.617741667,246974.859443165,253189.076623055,89277.6511110588,456548.171854607,121931.625750756,177533.006989964,180139.224938515,483701.734866536,61773.1771150513,57556.8672971389,481763.027042452,176341.895748212,175348.435382988,489592.79298918,488381.105728408,283510.096370918,280674.790093741,174192.896766772,474557.795760435,469960.371450915,456686.093357224,66701.5150880606,70583.540125643
"388","samp_loc387",-124.7147667,49.81475,-124.7147667,49.81475,132671.731279837,89981.5435956373,111728.527199348,190893.031109647,52314.676868156,48426.7047916498,170590.578559445,178558.251501774,73610.6303458221,58036.1124548768,68801.7408307699,51072.5395256343,83492.5746423303,60404.7874382826,75197.6651646878,75327.4297876042,91830.278546787,88981.9678364189,86252.7449958086,86168.7893945071,76877.4413442251,81318.0786117408,53609.3800011383,201962.498442649,179623.233158404,189008.352056886,183293.654425578,49312.866424613,82633.830113722,80951.7523669977,232651.610398785,196633.940935842,62791.7897300687,187825.744305401,73762.2804635537,87433.8181247914,109191.455956319,205498.996025458,196179.107473169,186422.398212977,241638.696498439,208492.790837565,70923.1469183063,446212.133626746,240397.474595335,167121.672379416,124729.462947913,189535.441946742,181918.133237877,83839.071936664,82598.0636463428,228076.233114308,237459.748521907,242185.399423124,119281.255026932,211296.570220596,212923.386502093,244467.485814614,233789.727516113,240003.944696003,76092.5191840065,443363.039927555,108746.493823704,164347.875062911,166954.093011462,470516.602939483,45249.8260244749,41033.5162065625,468577.895115399,163156.76382116,162163.303455936,476407.661062128,475195.973801356,270324.964443865,267489.658166689,161007.764839719,461372.663833382,456775.239523863,443500.961430172,53516.3831610083,53239.9862920768
"389","samp_loc388",-124.5647333,49.81591667,-124.5647333,49.81591667,123292.265009331,95084.8519438011,118893.841276384,200411.924469035,60063.1655055386,56175.1934290324,180109.471918833,188077.144861161,81359.1189832046,67555.0058142645,58574.4827896806,40845.281484545,73265.316601241,65508.0957864464,82946.1538020704,65100.1717465149,96933.5868949508,94085.2761845827,91356.0533439724,95687.6827538948,66650.1833031358,71090.8205706515,58668.5832301121,211481.391802037,189142.126517792,198527.245416273,192812.547784966,57061.3550619955,87737.1384618858,70724.4943259084,242170.503758173,206152.83429523,70540.2783674513,197344.637664789,63535.0224224644,96952.7114841791,116356.770033356,215017.889384846,205698.000832557,195941.291572365,251157.589857827,218011.684196953,78671.6355556889,455731.026986133,249916.367954723,176640.565738803,134139.157747532,199054.33530613,191437.026597264,88942.3802848278,87701.3719945066,237595.126473695,246978.641881295,251704.292782512,128690.949826552,220815.463579984,222442.27986148,253986.379174002,243308.6208755,249522.83805539,84225.7138181945,452881.933286942,118265.387183091,173866.768422299,176472.98637085,480035.496298871,35022.5679833856,30806.2581654732,478096.788474787,172675.657180548,171682.196815323,485926.554421515,484714.867160743,279843.857803253,277008.551526076,170526.658199107,470891.55719277,466294.13288325,453019.85478956,63035.276520396,60988.4749294594
"390","samp_loc389",-126.0407667,50.44368333,-126.0407667,50.44368333,258137.870280252,51219.173114351,24956.380412609,65188.2644728887,76924.7735168483,80838.9112602909,44885.8119226863,52881.3848757173,55679.7706566438,67793.5673776893,193799.84794586,176070.646640724,208490.68175742,78741.8894354008,53979.8007199841,200325.536902694,46804.0829813941,54222.6247835328,55677.953567751,49349.6818730584,201875.548459315,206316.185726831,99413.6148906338,76257.7318058908,53946.3665323481,63303.585420127,57616.7877995221,79857.9403799083,56401.5693471101,205949.859482088,106974.743772729,70929.1742990833,66726.0782215107,62120.9776686422,198760.387578644,51412.3549293337,27584.2927431615,79794.2293886998,70474.3408364105,60717.6315762187,115961.829872383,82788.0242008068,59906.7295177801,320535.267000689,114720.607969278,41416.905742657,11707.0481815632,63830.6753099834,56213.3666011181,55052.1205284271,56420.5741555077,102399.366488251,111782.881895851,116508.532797068,16790.5356338469,85619.70359454,87246.5198760362,118790.619188558,108112.860890056,114327.078069946,53119.6542521411,317686.173301498,20008.5997658645,38643.1084261528,41249.3263747036,344839.736313427,170247.933139565,166031.623321652,342901.028489343,37451.9971844015,36458.536819177,350730.794436071,349519.107175299,144648.097817809,141812.791540632,35302.9982029606,335695.797207326,331098.372897806,317824.094804116,72287.245380379,75922.2914927502
"391","samp_loc390",-125.29705,50.30686667,-125.29705,50.30686667,203262.700987441,30973.6492156001,42937.2931545893,122102.921134575,20021.2265219956,23935.3642654382,101800.468584373,109768.141526702,1392.95005509235,22225.9468633401,138401.128807847,120671.927502711,153091.962619407,21838.3424405481,2943.71684200269,144926.817764681,31750.2554880785,21322.5849512351,24100.3080816243,16457.2619065833,146476.829321302,150917.466588818,42510.0678957811,133172.388467578,110833.123183333,120218.242081814,114503.544450506,22954.3933850556,28383.6178263709,150551.140344075,163861.500423714,127843.83096077,9822.531226658,119035.634330329,143361.668440631,17722.2906368677,40400.2219115608,136708.886050387,127388.997498097,117632.288237905,172848.586523367,139702.680862494,3177.44566518251,377422.023651674,171607.364620263,98331.5624043437,55939.3529728409,120745.33197167,113128.023262805,27790.2358609699,28377.0009380555,159286.123139236,168669.638546835,173395.289448052,50491.1450518604,142506.460245524,144133.276527021,175677.375839542,164999.617541041,171213.834720931,4371.78761115988,374572.929952483,39956.3838486316,95557.7650878395,98163.9830363904,401726.492964411,114849.214001552,110632.90418364,399787.785140327,94366.6538460882,93373.1934808638,407617.551087056,406405.863826284,201534.854468793,198699.548191617,92217.6548646474,392582.55385831,387985.129548791,374710.8514551,26719.6248660298,19018.7444978975
"392","samp_loc391",-126.07345,50.46956667,-126.07345,50.46956667,261513.033545366,54594.3363794648,28331.5436777228,62003.5655656502,80299.9367819622,84214.0745254048,41701.1130154478,50055.4477633237,59054.9339217577,71168.7306428032,197175.011210974,179445.809905838,211865.845022534,82117.0527005146,57354.963985098,203700.700167808,50179.246246508,57597.7880486467,59053.1168328649,52724.8451381723,205250.711724429,209691.348991945,102788.778155748,73073.0328986523,51120.4294199545,60118.8865128885,54790.8506871284,83233.1036450221,59776.732612224,209325.022747202,104148.806660335,67744.4753918448,70101.2414866246,58936.2787614037,202135.550843758,54787.5181944475,30959.4560082754,76609.5304814613,67289.6419291719,57532.9326689802,113135.892759989,79603.3252935683,63281.892782894,317709.329888296,111894.670856885,38232.2068354184,13484.2227509946,60645.9764027449,53028.6676938796,58427.2837935409,59795.7374206215,99573.4293758577,108956.944783457,113682.595684674,18754.7939367675,82793.7664821463,84420.5827636426,115964.682076164,105286.923777663,111501.140957553,56494.817517255,314860.236189105,23383.7630309784,35458.4095189142,38064.6274674651,342013.799201033,173623.096404679,169406.786586766,340075.091376949,34267.2982771629,33273.8379119385,347904.857323678,346693.170062906,141822.160705415,138986.854428238,32118.2992957221,332869.860094932,328272.435785413,314998.157691722,75662.4086454929,79297.4547578641
"393","samp_loc392",-125.47,50.33941667,-125.47,50.33941667,215809.552676354,21966.4821555004,28395.7211841455,107741.410732732,34564.0310133098,38478.1687567524,87438.9581825294,95406.6311248581,13319.0281531053,25465.2497737917,151471.530341962,133742.329036827,166162.364153523,36381.1469318622,11619.0582164456,157997.219298797,20266.2823512111,12307.7333130846,15174.8955020679,7434.79040261026,159547.230855418,163987.868122933,57052.8723870952,118810.878065734,96471.6127814889,105856.73167997,100142.034048663,37497.1978763697,19415.3325152468,163621.54187819,149499.99002187,113482.320558926,24365.3357179722,104674.123928485,156432.069974746,9406.0296682161,25858.649941117,122347.375648543,113027.487096254,103270.777836062,158487.076121523,125341.17046065,17545.9870142416,363060.51324983,157245.854218419,83970.0520025001,41577.8425709972,106383.821569827,98766.5128609612,18788.8492483247,19408.7156269314,144924.612737392,154308.128144992,159033.779046209,36129.6346500167,128144.949843681,129771.766125177,161315.865437699,150638.107139197,156852.324319087,10758.9117486026,360211.419550639,25594.873446788,81196.2546859959,83802.4726345467,387364.982562568,127919.615535667,123703.305717755,385426.274738484,80005.1434442445,79011.6830790201,393256.040685212,392044.35342444,187173.34406695,184338.037789773,77856.1444628037,378221.043456467,373623.619146947,360349.341053257,29958.9277764815,33561.5489892117
"394","samp_loc393",-125.0421667,50.31181667,-125.0421667,50.31181667,188385.393631691,30186.9349557179,53995.9242883009,141600.933261289,16538.6914239907,20405.2917603895,121298.480711086,129266.153653415,20864.3806279211,41379.4725041602,123523.808200303,105794.606895168,138214.642011864,2612.0580228069,22451.4154467869,130049.497157138,32035.6699068676,29187.3591964995,26458.1363558892,34049.2542331791,131599.508713759,136040.145981274,23057.5109420223,152670.400594291,130331.135310046,139716.254208527,134001.55657722,19410.2543748881,22839.2214738026,135673.819736531,183359.512550427,147341.843087483,17192.3711291504,138533.646457042,128484.347833087,35001.1346207829,51458.8530452724,156206.8981771,146887.00962481,137130.300364619,192346.59865008,159200.692989207,17862.6022904433,396920.035778387,191105.376746976,117829.574531057,69241.2407594491,140243.344098383,132626.035389518,24044.4632967446,22803.4550064233,178784.135265949,188167.650673548,192893.301574765,63793.0328384686,162004.472372237,163631.288653734,195175.387966255,184497.629667754,190711.846847644,23730.975462911,394070.942079196,58785.7421956613,115055.777214553,117661.995163103,421224.505091124,99971.8933940084,95755.583576096,419285.79726704,113864.665972801,112871.205607577,427115.563213769,425903.875952997,221032.866595507,218197.56031833,111715.66699136,412080.565985023,407483.141675504,394208.863581813,45873.1505068499,15497.1406794578
"395","samp_loc394",-124.7202,50.15261667,-124.7202,50.15261667,170594.415849376,65954.1291369215,89763.1184695045,176576.036296869,43109.1173309684,39221.1452544622,156273.583746667,164241.256688995,55839.4836635018,56812.141029384,105732.830417988,88003.6291128528,120423.664229549,33968.5218022641,57426.5184823676,112258.519374823,67802.8640880712,64954.5533777031,62225.3305370928,69816.4484143828,113808.530931444,118249.168198959,13359.2520830635,187645.503629871,165306.238345626,174691.357244107,168976.6596128,40107.3068874254,58606.4156550062,117882.841954216,218334.615586007,182316.946123064,47214.8357249613,173508.749492623,110693.370050772,70768.3288019866,87226.047226476,191182.00121268,181862.112660391,172105.403400199,227321.701685661,194175.796024787,52837.705326024,431895.138813968,226080.479782557,152804.677566637,105008.434940653,175218.447133964,167601.138425099,59811.6574779482,58570.649187627,213759.23830153,223142.753709129,227868.404610346,99560.2270196723,196979.575407818,198606.391689314,230150.491001836,219472.732703335,225686.949883224,58706.0784984917,429046.045114777,94429.4990109254,150030.880250133,152637.098198684,456199.608126705,82180.9156116935,77964.605793781,454260.900302621,148839.769008382,147846.308643157,462090.66624935,460878.978988578,256007.969631087,253172.66335391,146690.770026941,447055.669020604,442458.244711085,429183.966617394,52292.4117355155,44034.4267548892
"396","samp_loc395",-124.6475667,50.2725,-124.6475667,50.2725,185912.241944131,59558.3415224018,83367.3308549848,170986.566732668,44365.982114288,47813.2904382974,150684.114182466,158651.787124795,50250.0140993009,70765.10597554,121050.656512744,103321.455207608,135741.490324304,27173.2045997339,51837.0489181667,127576.345469578,61407.0764735515,58558.7657631833,55829.542922573,63420.660799863,129126.357026199,133566.994293714,16648.8617995737,182056.03406567,159716.768781425,169101.887679907,163387.190048599,47237.5450651854,52210.6280404865,133200.668048971,212745.146021806,176727.476558863,45019.6618194476,167919.279928422,126011.196145527,64372.5411874668,80830.2596119563,185592.531648479,176272.64309619,166515.933835998,221732.23212146,188586.326460586,47248.2357618232,426305.669249767,220491.010218356,147215.208002437,98612.647326133,169628.977569763,162011.668860898,53415.8698634285,52174.8615731072,208169.768737329,217553.284144928,222278.935046145,93164.4394051525,191390.105843617,193016.922125113,224561.021437635,213883.263139134,220097.480319023,53116.6089342908,423456.575550576,88157.1487623452,144441.410685932,147047.628634483,450610.138562504,97498.7417064486,93282.4318885362,448671.43073842,143250.299444181,142256.839078957,456501.196685149,455289.509424377,250418.500066886,247583.193789709,141101.30046274,441466.199456403,436868.775146884,423594.497053193,67611.4058936512,43324.431369755
"397","samp_loc396",-124.6320167,50.23883333,-124.6320167,50.23883333,182332.322149435,63122.3727869091,86931.3621194921,174550.597997176,47930.0133787953,50938.6266181619,154248.145446973,162215.818389302,53814.0453638083,68551.2153928234,117470.736718047,99741.5354129117,132161.570529608,30737.2358642412,55401.080182674,123996.425674882,64971.1077380588,62122.7970276907,59393.5741870804,66984.6920643703,125546.437231502,129987.074499018,20212.8930640811,185620.065330178,163280.800045933,172665.918944414,166951.221313107,50801.5763296927,55774.6593049938,129620.748254275,216309.177286314,180291.50782337,48583.693083955,171483.311192929,122431.276350831,67936.5724519741,84394.2908764636,189156.562912987,179836.674360697,170079.965100506,225296.263385967,192150.357725094,50812.2670263305,429869.700514274,224055.041482863,150779.239266944,102176.67859064,173193.00883427,165575.700125405,56979.9011279358,55738.8928376145,211733.800001836,221117.315409435,225842.966310653,96728.4706696598,194954.137108125,196580.953389621,228125.052702143,217447.294403641,223661.511583531,56680.6401987982,427020.606815083,91721.1800268525,148005.44195044,150611.659898991,454174.169827012,93918.8219117523,89702.5120938399,452235.462002928,146814.330708688,145820.870343464,460065.227949656,458853.540688884,253982.531331394,251147.225054217,144665.331727248,445030.230720911,440432.806411391,427158.5283177,64031.4860989549,46888.4626342624
"398","samp_loc397",-124.7902333,50.11503333,-124.7902333,50.11503333,164188.077101994,59660.9139688363,83469.9033014193,170282.821128784,36815.9021628832,32927.9300863769,149980.368578582,157948.04152091,49546.2684954165,50289.4465380384,99326.4916706064,81597.2903654708,114017.325482167,30081.426094567,51133.3033142823,105852.180627441,61509.648919986,58661.3382096178,55932.1153690076,63523.2332462975,107402.192184062,111842.829451577,17537.119768171,181352.288461786,159013.023177541,168398.142076022,162683.444444715,33814.0917193401,52313.200486921,111476.503206834,212041.400417922,176023.730954979,40921.6205568761,167215.534324537,104287.03130339,64475.1136339013,80932.8320583907,184888.786044595,175568.897492306,165812.188232114,221028.486517575,187882.580856702,46544.4901579388,425601.923645882,219787.264614471,146511.462398552,98715.2197725675,168925.231965879,161307.923257013,53518.442309863,52277.4340195417,207466.023133444,216849.538541044,221575.189442261,93267.011851587,190686.360239733,192313.176521229,223857.275833751,213179.517535249,219393.734715139,52412.8633304064,422752.829946691,88136.2838428401,143737.665082048,146343.883030599,449906.39295862,75774.5768643114,71558.267046399,447967.685134536,142546.553840297,141553.093475072,455797.451081264,454585.763820492,249714.754463002,246879.448185825,140397.554858856,440762.453852519,436165.029542999,422890.751449309,45769.7172441699,37741.211586804
"399","samp_loc398",-124.0531,49.49301667,-124.0531,49.49301667,72495.0635757666,146548.415647174,170357.404979757,251719.3267532,111727.993478475,107840.021401969,231416.874202997,239384.547145326,133023.946956141,118862.408098429,47484.9968900806,39619.281199083,65579.8650892291,116971.65948982,134610.981775007,54010.6858469149,148397.150598324,145548.839887956,142819.617047345,146995.085038059,55560.6974035358,60001.3346710515,110132.146933485,262788.794086202,240449.528801957,249834.647700438,244119.950069131,108726.183034932,139200.702165259,60947.1686566916,293477.906042338,257460.236579394,122205.106340388,248652.039948953,52445.5365228644,148260.113768344,167820.333736729,266325.291669011,257005.403116721,247248.69385653,302464.992141991,269319.086481118,130336.463528625,507038.429270298,301223.770238887,227947.968022968,185555.758591465,250361.737590294,242744.428881429,140405.943988201,139164.93569788,288902.52875786,298286.044165459,303011.695066677,180107.550670484,272122.865864149,273749.682145645,305293.781458166,294616.023159665,300830.240339555,135890.541791131,504189.335571107,169572.789467256,225174.170706464,227780.388655014,531342.898583035,38838.8933745733,35622.1845800153,529404.190758951,223983.059464712,222989.599099488,537233.95670568,536022.269444908,331151.260087418,328315.953810241,221834.060483271,522198.959476934,517601.535167415,504327.257073724,114342.678804561,112653.302902396
"400","samp_loc399",-124.1042667,49.4378,-124.1042667,49.4378,72802.7372727284,149962.762130097,172006.902261758,251171.406172058,113487.068563692,109599.096487185,230868.953621856,238836.626564185,134783.022041358,118314.487517288,53674.3604558833,45808.6447648857,71769.2286550318,120386.005972743,136370.056860223,60200.0494127176,151811.497081247,148963.186370879,146233.963530269,146447.164456918,61750.0609693385,66190.6982368542,113546.493416408,262240.87350506,239901.608220815,249286.727119297,243572.029487989,110485.258120148,142615.048648182,67136.5322224943,292929.985461196,256912.315998253,123964.181425604,248104.119367812,58634.9000886671,147712.193187202,169469.83101873,265777.371087869,256457.48253558,246700.773275388,301917.07156085,268771.165899976,132095.538613842,506490.508689157,300675.849657746,227400.047441827,185007.838010324,249813.817009153,242196.508300288,143820.290471124,142579.282180803,288354.608176719,297738.123584318,302463.774485535,179559.630089343,271574.945283007,273201.761564504,304745.860877025,294068.102578524,300282.319758414,136370.894246417,503641.414989966,169024.868886115,224626.250125322,227232.468073873,530794.978001894,43212.3877793854,39995.6789848273,528856.27017781,223435.138883571,222441.678518347,536686.036124539,535474.348863767,330603.339506276,327768.0332291,221286.13990213,521651.038895793,517053.614586274,503779.336492583,113794.758223419,114412.377987612
