"","hkg_Alert","Unique","Fish","Alternate","Prog","Species","Trip","Location","SWFW","Year","Date","SEASON1","Stock","Stock_over_60Prob_calc","Condition","Histology","SmAd","HW","HatcheryWild","Set","STATION","STATION_NAME","Length","Mass","Sex","Comments","Comments2","Dissection.Comments","Gear","catch_R","Catch_Sub_region","Catch_Region","Latitude","Longitude","Unique1","Tissue","LOD","Value","arena1","arena2","ascv","c_b_cys","ce_sha","cov","cr_sal","ctv","de_sal","fa_mar","fl_psy","hkg","ic_hof","ic_mul","ihnv","ku_thy","lo_sal","mo_vis","my_arc","my_ins","na_sal","ne_per","pa_kab","pa_min","pa_pse","pa_ther","pch_sal","pisck_sal","prv","pspv","re_sal","rlo","sch","smallUK","sp_des","te_bry","te_mar","toti","ven","ver","vhsv","vi_sal","season2","Date2","jd","ocean_yr","jd2","mo_yr","fl","ref_date","day","SST","temp_devs"
"11001","OK","1000-0096-118-G0771","G0771","SX-2040","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/5/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-47","","",NA,10.6,"M","","","","Trawl","P016","NSOG","VIS",49.65833333,-124.5266667,"1000-0096-118-G0771","Mixed","NO","AvgCopy",NA,NA,NA,12602.15377,0,NA,0,NA,0,0,0,53308143.17,0,0,0,0,0,0,5040.761999,0,0,0,0,389150.8002,0,51.20748501,0,0,0,191.1305958,0,0,0,NA,0,0,0,NA,0.13267913,0,0,0,"SpSu",2013-06-05 03:00:00,"156",2013,"156","2013-06",NA,"2013-05",5,13.0476140684064,0.185139465803212
"11002","OK","1000-0096-118-G0772","G0772","SX-2041","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/5/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-47","","",NA,9.9,"M","","","","Trawl","P016","NSOG","VIS",49.65833333,-124.5266667,"1000-0096-118-G0772","Mixed","NO","AvgCopy",NA,NA,NA,18664.53198,0,NA,0,NA,0,0,0,4554791.019,0,NA,0,0,0.210229684,0,17991.42846,0,0,0,0,0,0,82.50943906,0,0,0,169.2726111,0,0,2.805103907,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-05 03:00:00,"156",2013,"156","2013-06",NA,"2013-05",5,13.0476140684064,0.185139465803212
"11003","OK","1000-0096-118-G0773","G0773","SX-2042","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/5/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-47","","",105,12.4,"m","","","","Trawl","P016","NSOG","VIS",49.65833333,-124.5266667,"1000-0096-118-G0773","Mixed","NO","AvgCopy",NA,NA,NA,4420.288814,0,NA,0,NA,0,0,0,223937.0491,0,0,0,0,0,0,13488.87485,0,0,0,0,0,0,5.439412318,0,0,0,214.1825122,0,0,0,NA,0,0,0,NA,0.115401204,0,0,0,"SpSu",2013-06-05 03:00:00,"156",2013,"156","2013-06",105,"2013-05",5,13.0476140684064,0.185139465803212
"11004","OK","1000-0096-118-G0774","G0774","SX-2043","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/5/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-47","","",NA,9.8,"F","","","","Trawl","P016","NSOG","VIS",49.65833333,-124.5266667,"1000-0096-118-G0774","Mixed","NO","AvgCopy",NA,NA,NA,7128.413061,0,NA,0,NA,0,0,0,72598785.74,0,0,0,0,0,0,127701.323,0,0,0,0,1102.802691,0,37.34764386,0,0,0,7132.002777,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-05 03:00:00,"156",2013,"156","2013-06",NA,"2013-05",5,13.0476140684064,0.185139465803212
"11005","OK","1000-0096-118-G0775","G0775","SX-2044","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/5/2013","Summer","","","L","N","Juvenile","W","Wild","1000-0096-S-47","","",NA,9.6,"F","","","","Trawl","P016","NSOG","VIS",49.65833333,-124.5266667,"1000-0096-118-G0775","Mixed","NO","AvgCopy",NA,NA,NA,9812.533755,0,NA,0,NA,0,0,0,354.8662049,0,0,0,0,0,0,15916.15144,0,0,0,0,0,0,1.100472127,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-05 03:00:00,"156",2013,"156","2013-06",NA,"2013-05",5,13.0476140684064,0.185139465803212
"11006","OK","1000-0096-118-G0776","G0776","SX-2045","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/5/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-47","","",NA,11.4,"F","","","","Trawl","P016","NSOG","VIS",49.65833333,-124.5266667,"1000-0096-118-G0776","Mixed","NO","AvgCopy",NA,NA,NA,594.6316734,0,NA,0,NA,0,0,0,587194.3521,0,0,0,0,0.377848399,0,0,0,0,0,0,0,0,14.86191921,0,0,0,861.096896,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-05 03:00:00,"156",2013,"156","2013-06",NA,"2013-05",5,13.0476140684064,0.185139465803212
"11007","OK","1000-0096-118-G0777","G0777","SX-2046","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/5/2013","Summer","Chilko","Low % Probability","L","N","Juvenile","W","Wild","1000-0096-S-47","","",107,12.6,"F","","","","Trawl","P016","NSOG","VIS",49.65833333,-124.5266667,"1000-0096-118-G0777","Mixed","NO","AvgCopy",NA,NA,NA,5832.185098,0,NA,0,NA,0,0,0,891312006.5,0,0,0,0,0.60226139,0,381.3153605,0,0,0,0,4.861085768,0,59.32414526,0,0,0,3467.808451,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-05 03:00:00,"156",2013,"156","2013-06",107,"2013-05",5,13.0476140684064,0.185139465803212
"11008","OK","1000-0096-118-G0778","G0778","SX-2047","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/5/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-47","","",NA,9.6,"F","","","","Trawl","P016","NSOG","VIS",49.65833333,-124.5266667,"1000-0096-118-G0778","Mixed","NO","AvgCopy",NA,NA,NA,33.38507543,0,NA,0,NA,0,0,0,28283819.9,0,0,0,0,0,0,1104.16039,0,0,0,0,258.2783964,0,78.6299101,0,0,0,0,0,0,0,NA,326.9928478,0,0,NA,0,0,0,0,"SpSu",2013-06-05 03:00:00,"156",2013,"156","2013-06",NA,"2013-05",5,13.0476140684064,0.185139465803212
"11009","OK","1000-0096-118-G0779","G0779","SX-2048","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/5/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-47","","",NA,10.6,"M","","","","Trawl","P016","NSOG","VIS",49.65833333,-124.5266667,"1000-0096-118-G0779","Mixed","NO","AvgCopy",NA,NA,NA,1398.756267,0,NA,0,NA,0,0,0,265002469.5,0,0,0,0,0,0,102748.9191,0,0,0,0,1142.763148,0,78.86235515,0,0,0,296.1710146,0,0,3.291761866,NA,0,0,0,NA,0.390397996,0,0,0,"SpSu",2013-06-05 03:00:00,"156",2013,"156","2013-06",NA,"2013-05",5,13.0476140684064,0.185139465803212
"11010","OK","1000-0096-118-G0780","G0780","SX-2049","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/5/2013","Summer","","","L","N","Juvenile","W","Wild","1000-0096-S-47","","",NA,11.2,"F","","","","Trawl","P016","NSOG","VIS",49.65833333,-124.5266667,"1000-0096-118-G0780","Mixed","NO","AvgCopy",NA,NA,NA,8457.67032,0,NA,0,NA,0,0,0,86271579.72,0,0,0,0,0,0,14821.65126,0,0,0,124.7686411,97147.10137,0,92.92667651,0,0,0,2865.280974,0,0,0,NA,0,0,0,NA,NA,0,0,0,"SpSu",2013-06-05 03:00:00,"156",2013,"156","2013-06",NA,"2013-05",5,13.0476140684064,0.185139465803212
"11011","OK","1000-0096-118-G0781","G0781","SX-2050","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/5/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-47","","",NA,11.7,"F","","","","Trawl","P016","NSOG","VIS",49.65833333,-124.5266667,"1000-0096-118-G0781","Mixed","NO","AvgCopy",NA,NA,NA,8311.107777,0,NA,0,NA,0,0,0,447503.7617,0,0,0,0,0.293428298,0,13430.92668,0,0,0,0,9.849570209,0,10.36070688,0,0,0,444.539851,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-05 03:00:00,"156",2013,"156","2013-06",NA,"2013-05",5,13.0476140684064,0.185139465803212
"11012","OK","1000-0096-118-G0782","G0782","SX-2051","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/6/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-55","","",NA,9.2,"M","","","","Trawl","P014","NSOG","VIS",49.38666667,-124.2401667,"1000-0096-118-G0782","Mixed","NO","AvgCopy",NA,NA,NA,15015.10734,0,NA,0,NA,0,0,0,96278797.57,0,0,0,0,0,0,25164.18272,0,0,0,25.85158726,1.50981255,1.32773313,29.63392829,0,0,0,184.3962654,0,0,0.30982615,NA,0,0,0,NA,0.123575197,0,0,0,"SpSu",2013-06-06 03:00:00,"157",2013,"157","2013-06",NA,"2013-05",6,12.9949634679227,0.139991163078603
"11013","OK","1000-0096-118-G0783","G0783","SX-2052","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/6/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-55","","",NA,13.9,"F","","","","Trawl","P014","NSOG","VIS",49.38666667,-124.2401667,"1000-0096-118-G0783","Mixed","NO","AvgCopy",NA,NA,NA,65.15910552,0,NA,0,NA,0,0,0,327985.1933,NA,0,0,0,0,0,17108.17072,0,0,0,0.128301136,0,0,33.1994494,0,0,0,106.6286531,0,0,0,NA,0,0,0,NA,0.081811353,0,0,0,"SpSu",2013-06-06 03:00:00,"157",2013,"157","2013-06",NA,"2013-05",6,12.9949634679227,0.139991163078603
"11014","OK","1000-0096-118-G0784","G0784","SX-2053","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/6/2013","Summer","Stellako","Stellako","L","N","Juvenile","W","Wild","1000-0096-S-55","","",NA,12.2,"F","","","","Trawl","P014","NSOG","VIS",49.38666667,-124.2401667,"1000-0096-118-G0784","Mixed","NO","AvgCopy",NA,NA,NA,334.6759956,0,NA,0,NA,0,0,0,941260058.9,0,0,0,0,0,0,32236.49763,0,0,0,0,0,0,23.22493845,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-06 03:00:00,"157",2013,"157","2013-06",NA,"2013-05",6,12.9949634679227,0.139991163078603
"11015","OK","1000-0096-118-G0785","G0785","SX-2054","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/6/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-55","","",NA,12.4,"F","","","","Trawl","P014","NSOG","VIS",49.38666667,-124.2401667,"1000-0096-118-G0785","Mixed","NO","AvgCopy",NA,NA,NA,113.2518477,0,NA,0,NA,0,0,0,54942606.06,0,0,0,0,2.047134327,0,72208.29544,0,0,0,9.234859744,0,0,91.52958882,0,0,0,161.5257631,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-06 03:00:00,"157",2013,"157","2013-06",NA,"2013-05",6,12.9949634679227,0.139991163078603
"11016","OK","1000-0096-118-G0786","G0786","SX-2055","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/6/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-55","","",101,9.3,"F","","","","Trawl","P014","NSOG","VIS",49.38666667,-124.2401667,"1000-0096-118-G0786","Mixed","NO","AvgCopy",NA,NA,NA,495.0065069,0,NA,0,NA,0,0,0,37055818.83,0,0,0,0,0,0,52401.12777,0,0,0,262.4789677,236.0687297,0,149.836674,0,0,0,418.3812389,0,0,0,NA,0,0,0,NA,0.272037421,0,0,0,"SpSu",2013-06-06 03:00:00,"157",2013,"157","2013-06",101,"2013-05",6,12.9949634679227,0.139991163078603
"11017","OK","1000-0096-118-G0787","G0787","SX-2056","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/6/2013","Summer","Stellako","Low % Probability","L","N","Juvenile","W","Wild","1000-0096-S-55","","",NA,15.5,"M","","","","Trawl","P014","NSOG","VIS",49.38666667,-124.2401667,"1000-0096-118-G0787","Mixed","NO","AvgCopy",NA,NA,NA,1990.967262,0,NA,0,NA,0,0,0,25265.36909,0,0,0,0,0.715216323,0,1627.078322,0,0,0,0.536475305,10.96952779,0,1.422767437,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-06 03:00:00,"157",2013,"157","2013-06",NA,"2013-05",6,12.9949634679227,0.139991163078603
"11018","OK","1000-0096-118-G0788","G0788","SX-2057","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/6/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-55","","",112,15.6,"F","","","","Trawl","P014","NSOG","VIS",49.38666667,-124.2401667,"1000-0096-118-G0788","Mixed","NO","AvgCopy",NA,NA,NA,9697.305001,0,NA,0,NA,0,0,0,2769575063,0,0,0,0,0,0,10725.80226,0,0,0,2.265147421,1474.568553,0,12.88221751,0,0,0,508.0165831,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-06 03:00:00,"157",2013,"157","2013-06",112,"2013-05",6,12.9949634679227,0.139991163078603
"11019","OK","1000-0096-118-G0789","G0789","SX-2058","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/6/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-55","","",NA,10.6,"M","","","","Trawl","P014","NSOG","VIS",49.38666667,-124.2401667,"1000-0096-118-G0789","Mixed","NO","AvgCopy",NA,NA,NA,732.8423617,0,NA,0,NA,0,0,0,40370481.8,0,0,0,0,0,0,13.37295492,0,0,0,0,0,0,32.79592282,0,0,0,99.16206598,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-06 03:00:00,"157",2013,"157","2013-06",NA,"2013-05",6,12.9949634679227,0.139991163078603
"11020","OK","1000-0096-118-G0790","G0790","SX-2059","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/6/2013","Summer","Quesnel Mitche","Quesnel Mitche","L","N","Juvenile","W","Wild","1000-0096-S-55","","",108,12.6,"F","","","","Trawl","P014","NSOG","VIS",49.38666667,-124.2401667,"1000-0096-118-G0790","Mixed","NO","AvgCopy",NA,NA,NA,24902.29373,0,NA,0,NA,0,0,0,833409482.9,0,0,0,0,NA,0,185.4337858,0,0,0,1.553904675,0,0,37.61010981,0,0,0,625.3766126,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-06 03:00:00,"157",2013,"157","2013-06",108,"2013-05",6,12.9949634679227,0.139991163078603
"11021","OK","1000-0096-118-G0791","G0791","SX-2060","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/6/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-55","","",NA,7.1,"F","","","","Trawl","P014","NSOG","VIS",49.38666667,-124.2401667,"1000-0096-118-G0791","Mixed","NO","AvgCopy",NA,NA,NA,17.92363259,0.830838839,NA,0,NA,0,0,0,4516.387985,0.366860848,0,0,0,0,0,52244.29881,0,0,0,7.988204725,0,0,18.32894265,0,0,0,25.59210266,0,0,0,NA,0,0,0,NA,NA,0,0,0,"SpSu",2013-06-06 03:00:00,"157",2013,"157","2013-06",NA,"2013-05",6,12.9949634679227,0.139991163078603
"11022","OK","1000-0096-118-G0792","G0792","SX-2061","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/6/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-55","","",97,8.7,"M","","","","Trawl","P014","NSOG","VIS",49.38666667,-124.2401667,"1000-0096-118-G0792","Mixed","NO","AvgCopy",NA,NA,NA,7417.811956,0,NA,0,NA,0,0,0,11199843.97,0,0,0,0,0,0,41284.47617,0,0,0,18.50501056,40097.80524,0,116.6627694,0,0,0,3666.637785,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-06 03:00:00,"157",2013,"157","2013-06",97,"2013-05",6,12.9949634679227,0.139991163078603
"11023","OK","1000-0096-118-G0793","G0793","SX-2062","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/6/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-55","","",NA,7.6,"M","","","","Trawl","P014","NSOG","VIS",49.38666667,-124.2401667,"1000-0096-118-G0793","Mixed","NO","AvgCopy",NA,NA,NA,5559.927237,0,NA,0,NA,0,0,0,22319.91319,0,0,0,0,0.620888236,0,275.4009761,0,0,0,2.381504221,0,0,545.9622508,0,0,0,18.79664984,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-06 03:00:00,"157",2013,"157","2013-06",NA,"2013-05",6,12.9949634679227,0.139991163078603
"11024","OK","1000-0096-118-G0794","G0794","SX-2063","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/6/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-55","","",88,7.4,"F","","","","Trawl","P014","NSOG","VIS",49.38666667,-124.2401667,"1000-0096-118-G0794","Mixed","NO","AvgCopy",NA,NA,NA,8609.457665,0,NA,0,NA,0,0,0,20500895.3,0,0,0,0,0,0,73898.34194,0,0,0,0,320.8896389,0,191.1258363,0,0,0,34.48600691,0,0,0.651203094,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-06 03:00:00,"157",2013,"157","2013-06",88,"2013-05",6,12.9949634679227,0.139991163078603
"11025","OK","1000-0096-118-G0795","G0795","SX-2064","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/6/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-55","","",NA,8.6,"M","","","","Trawl","P014","NSOG","VIS",49.38666667,-124.2401667,"1000-0096-118-G0795","Mixed","NO","AvgCopy",NA,NA,NA,14600.89619,0,NA,0,NA,0,0,0,1961671.484,0,NA,0,0,0,0,7323.317353,0,0,0,5.448000064,0.896381978,0,32.72340748,0,0,0,108.0776031,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-06 03:00:00,"157",2013,"157","2013-06",NA,"2013-05",6,12.9949634679227,0.139991163078603
"11026","OK","1000-0096-118-G0796","G0796","SX-2065","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/6/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-55","","",NA,9.5,"M","","","","Trawl","P014","NSOG","VIS",49.38666667,-124.2401667,"1000-0096-118-G0796","Mixed","NO","AvgCopy",NA,NA,NA,1141.793371,0,NA,0,NA,0,0,0,27410561.37,0,0,0,0,0,0,47001.5581,0,0,0,2.375529482,7721.108405,0,110.7737425,0,0,0,799.7223788,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-06 03:00:00,"157",2013,"157","2013-06",NA,"2013-05",6,12.9949634679227,0.139991163078603
"11027","OK","1000-0096-118-G0797","G0797","SX-1123","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/9/2013","Summer","Stellako","Stellako","L","N","Juvenile","W","Wild","1000-0096-S-72","","",NA,13.8,"M","","","","Trawl","P029","SSOG","VIS",49.125,-123.6196667,"1000-0096-118-G0797","Mixed","NO","AvgCopy",NA,NA,NA,38132.70672,0,NA,0,NA,0,0,0,12.6413214,0,0,0,0,0,0,18985.73224,0,0,0,0,9.081163422,0,28.47873999,0,0,0,1.991028202,0,0,0,NA,0,0,0,NA,4.573802871,0,0,0,"SpSu",2013-06-09 03:00:00,"160",2013,"160","2013-06",NA,"2013-06",9,14.8886726325226,0.0841519370487038
"11028","OK","1000-0096-118-G0798","G0798","SX-1124","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/9/2013","Summer","Chilko","Low % Probability","L","N","Juvenile","W","Wild","1000-0096-S-72","","",NA,12,"M","","","","Trawl","P029","SSOG","VIS",49.125,-123.6196667,"1000-0096-118-G0798","Mixed","NO","AvgCopy",NA,NA,NA,3250.363933,0,NA,0,NA,0,0,0,2541.187797,0,0,0,0,0,0,31968.96967,0,0,0,0,239.0944263,0,1.661675784,0,0,0,199.637459,0,0,0.400476204,NA,0,0,0,NA,3.167244113,0,0,0,"SpSu",2013-06-09 03:00:00,"160",2013,"160","2013-06",NA,"2013-06",9,14.8886726325226,0.0841519370487038
"11029","OK","1000-0096-118-G0799","G0799","SX-1125","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/9/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-72","","",NA,9.9,"M","","","","Trawl","P029","SSOG","VIS",49.125,-123.6196667,"1000-0096-118-G0799","Mixed","NO","AvgCopy",NA,NA,NA,6730.588991,20.12448199,NA,0,NA,0,0,0,22.8614048,0,0,0,0,0,0,17953.98558,0,0,0,0.097116063,48.75290511,0,15.36159986,0,0,0,0.842298721,0,0,0,NA,0,0,0,NA,21.45393187,0,0,0,"SpSu",2013-06-09 03:00:00,"160",2013,"160","2013-06",NA,"2013-06",9,14.8886726325226,0.0841519370487038
"11030","OK","1000-0096-118-G0800","G0800","SX-1126","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/9/2013","Summer","Stellako","Stellako","L","N","Juvenile","W","Wild","1000-0096-S-72","","",NA,11.9,"F","","","","Trawl","P029","SSOG","VIS",49.125,-123.6196667,"1000-0096-118-G0800","Mixed","NO","AvgCopy",NA,NA,NA,29822.02344,0,NA,0,NA,0,0,0,351.3336184,0,0,0,0,0,0,15354.35905,0,0,0,0,12.71291993,0,122.7226695,0,0,0,193.9545815,0,0,0,NA,0,0,0,NA,14.97618379,0,0,0,"SpSu",2013-06-09 03:00:00,"160",2013,"160","2013-06",NA,"2013-06",9,14.8886726325226,0.0841519370487038
"11031","OK","1000-0096-118-G0801","G0801","SX-1127","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/9/2013","Summer","Chilko south","Low % Probability","L","N","Juvenile","W","Wild","1000-0096-S-72","","",NA,11.8,"M","","","","Trawl","P029","SSOG","VIS",49.125,-123.6196667,"1000-0096-118-G0801","Mixed","NO","AvgCopy",NA,NA,NA,4485.84439,0,NA,0,NA,0,0,0,13.87911598,0,0,0,0,0,0,22.71338105,0,0,0,0,4740.288543,0,2.485976267,0,0,0,1.768459856,0,0,0,NA,0,0,0,NA,9.67038464,0,0,0,"SpSu",2013-06-09 03:00:00,"160",2013,"160","2013-06",NA,"2013-06",9,14.8886726325226,0.0841519370487038
"11032","OK","1000-0096-118-G0802","G0802","SX-1161","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/10/2013","Summer","","","L","N","Juvenile","W","Wild","1000-0096-S-81","","",NA,NA,"F","","","","Trawl","P018","SSOG","VIS",48.73716667,-123.4033333,"1000-0096-118-G0802","Mixed","NO","AvgCopy",NA,NA,NA,49.33455311,0,NA,0,NA,0,0,0,33141204.93,0,0,0,0,0,0,4269.674419,0,0,0,369.4058981,331.6046701,0,63.03142774,0,0,0,3659.739837,0,0,0,NA,2.605157368,0,0,NA,0,0,0,0,"SpSu",2013-06-10 03:00:00,"161",2013,"161","2013-06",NA,"2013-06",10,12.1051497686321,-0.1410456388634
"11033","OK","1000-0096-118-G0803","G0803","SX-1162","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/10/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-81","","",NA,NA,"M","","","","Trawl","P018","SSOG","VIS",48.73716667,-123.4033333,"1000-0096-118-G0803","Mixed","NO","AvgCopy",NA,NA,NA,127760.4829,0,NA,0,NA,0,NA,0,166526.895,0,0,0,0,0,0,26.63802372,0,0,0,225.7366265,0,0,208.7329981,0,0,0,0,0,0,0.170435288,NA,0,0,0,NA,1.806173984,0,0,0,"SpSu",2013-06-10 03:00:00,"161",2013,"161","2013-06",NA,"2013-06",10,12.1051497686321,-0.1410456388634
"11034","OK","1000-0096-118-G0804","G0804","SX-1163","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/10/2013","Summer","Thompson N","Thompson N","L","N","Juvenile","W","Wild","1000-0096-S-82","","",NA,11.7,"F","","","","Trawl","P018","SSOG","VIS",48.73816667,-123.57,"1000-0096-118-G0804","Mixed","NO","AvgCopy",NA,NA,NA,1127.576565,0,NA,0,NA,0,0,0,3807192.083,0,1.381188928,0,0,0,0,8982.057635,0,0,0,433.3654344,56.71085998,0,403.9905249,0,0,0,2757.127209,0,0,5.402060967,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-10 03:00:00,"161",2013,"161","2013-06",NA,"2013-06",10,12.5214777850647,0.119220394810993
"11035","OK","1000-0096-118-G0805","G0805","SX-1164","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/10/2013","Summer","Thompson N","Thompson N","L","N","Juvenile","W","Wild","1000-0096-S-82","","",NA,9.5,"M","","","","Trawl","P018","SSOG","VIS",48.73816667,-123.57,"1000-0096-118-G0805","Mixed","NO","AvgCopy",NA,NA,NA,3458.40361,5.767632766,NA,0,NA,0,0,0,721666.8354,0,0.065779918,0,0,0,0,39886.93926,0,0,0,238.5267009,1.657982638,0,45.43470014,0,0,0,1280.920671,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-10 03:00:00,"161",2013,"161","2013-06",NA,"2013-06",10,12.5214777850647,0.119220394810993
"11036","OK","1000-0096-118-G0806","G0806","SX-1165","SOG","Sockeye","2013 SOG Jun Viking Storm (PSF) 2013-04","SOG","SW",2013,"6/10/2013","Summer","Chilko","Chilko","L","N","Juvenile","W","Wild","1000-0096-S-83","","",NA,11.4,"F","","","","Trawl","P018","SSOG","VIS",48.80166667,-123.5516667,"1000-0096-118-G0806","Mixed","NO","AvgCopy",NA,NA,NA,10317.76058,0,NA,0,NA,0,0,0,71179971.91,0,0,0,0,0,0,8694.77972,0,0,0,22.07243551,0,0,110.7841118,0,0,0,6.08645328,0,0,0,NA,0,0,0,NA,0,0,0,0,"SpSu",2013-06-10 03:00:00,"161",2013,"161","2013-06",NA,"2013-06",10,12.9753855112319,0.11705153364055
