,experiment_name,technician,tray,unique_id,species,region,sub_region,trip_location,SWFW,stock_origin,stock_over_60_prob,catch_date,Year,season,hatchery_wild,thermal_score,osmotic_score,IM_score,VDD_score,X,X.1,Overall.stress,Number.agents..1000,MRS.PC1,Inflammation.PC1,Immune.PC1,Chloride...H2EB1,Chloride...HLA2.G1,Chloride...ICLP2,Chloride...PSMB7..2,Chloride...PSMB8,General.Stress...HSC70,General.Stress...Hsp90,General.Stress...JUN,Growth...IGF.IR_sasa,Hypoxia...anillin,Hypoxia...CDKN1B,Hypoxia...claspin,Hypoxia...GPX3,Hypoxia...HIF1A_6,Hypoxia...kif4,Hypoxia...ncapd3,Hypoxia...ndc80,Hypoxia...RAMP1,Imminent.Mortality...ARRDC2,Imminent.Mortality...CLEC4E,Imminent.Mortality...GLUL,Imminent.Mortality...H1F0,Imminent.Mortality...IQGAP1,Imminent.Mortality...NUPR1,Imminent.Mortality...ODC1,Imminent.Mortality...TAGLN3,Immune.stimulation...B2M_sasa,Immune.stimulation...CD83_sasa,Immune.stimulation...hep_onmy,Immune.stimulation...IFNa_sasa2,Immune.stimulation...IgMs_onmy,Immune.stimulation...IL.15_onmy,Immune.stimulation...IL.1B_sa.om,Immune.stimulation...MHC.II.B,Immune.stimulation...RIG.I_sasa1,Immune.stimulation...SAA_onmy,Inflammation...ES1,Inflammation...GILT,Inflammation...IL.11_onmy,Inflammation...IL.17D_onmy,Inflammation...MMP13_sasa,Inflammation...MMP25,Inflammation...napepld,Inflammation...tgfb,Inflammation...txn,MRS...ATP5G3.C,MRS...C7,MRS...CA055640,MRS...FYB,MRS...HTA,MRS...IRF1,MRS...KRT8,MRS...PRAS,MRS...RPL6,MRS...SCG,Osmotic...CEBPB,Osmotic...CFTR.I_v1,Osmotic...FKBP5.v1,Osmotic...PRLR.v1,Osmotic...RGS21.v1,Osmotic...SHOP21,Stress.Mortality...HSP90ab1_15_v1,Stress.Mortality...LDH_1,Stress.Mortality...VEGFa_1,Thermal...EEF2.v1,Thermal...EF.2_14,Thermal...FKBP10_2,Thermal...FKBP10_4,Thermal...hsp70_6,Thermal...Hsp90AA1,Thermal...HSP90alike_6,Thermal...Map3k14_3,Thermal...SERPIN_20_v1,Thermal...SERPIN_9,Thermal...Sfrs9_1._v2,VDD...CA038063_MGL_1,VDD...DEXH_MGL_1,VDD...GAL3_MGL_2,VDD...IFI,VDD...IFI44A_MGL_2,VDD...IFIT5_MGL_2,VDD...MX_ONTS,VDD...RSAD,VDD...TRIM1,Bacterium...Candidatus.Branchiomonas.cysticola,Bacterium...Candidatus.Syngnamydia.salmonis,Bacterium...Flavobacterium.psychrophilum,Bacterium...Moritella.viscosa,Bacterium...Piscichlamydia.salmonis,Bacterium...Piscirickettsia.salmonis,Bacterium...Renibacterium.salmoninarum,Bacterium...Strawberry.disease...Rickettsia.like.organism.,Bacterium...Tenacibaculum.maritimum,HAB...Heterosigma.akashiwo,HAB...Pseudochattonella,Parasite...Ceratomyxa.shasta,Parasite...Dermocystidium.salmonis,Parasite...Facilispora.margolisi,Parasite...Ichthyobodo,Parasite...Ichthyophonus.hoferi,Parasite...Ichthyophthirius.multifiliis,Parasite...Kudoa.thyrsites,Parasite...Loma.salmonae,Parasite...Myxobolus.arcticus,Parasite...Myxobolus.insidiosus,Parasite...Nanophyetus.salmincola,Parasite...Nucleospora.salmonis,Parasite...Paranucleospora.theridion,Parasite...Parvicapsula.kabatai,Parasite...Parvicapsula.minibicornis,Parasite...Parvicapsula.pseudobranchicola,Parasite...Sphaerothecum.destruens,Parasite...Tetracapsuloides.bryosalmonae,Virus...Circo.virus,Virus...Cutthroat.trout.virus.2,Virus...Erythrocytic.necrosis.virus,Virus...Infectious.hematopoietic.necrosis.virus,Virus...Pacific.salmon.parvovirus,Virus...Picorna.virus,Virus...Piscine.orthoreovirus..1,Virus...putative.RNA.virus.1,Virus...Qin.virus,Virus...Rhabdo.virus,Virus...Salmon.pescarenavirus.1,Virus...Salmon.pescarenavirus.2,Virus...Viral.encephalopathy.and.retinopathy.virus,Virus...Viral.hemorrhagic.septicemia.virus,longitude,latitude,CU_ACRO,CU_NAME,JAZ,dist2fras,deg2samp
2421,Onne FitChip 2020,TM,4001,1000-0094-118-B1870,Sockeye,Vancouver Island South,Southern Strait of Georgia,SOG,SW,Seymour,Seymour,9/25/12,NA,3-Summer,Wild,0.9108,0.5833,0.4668,0.7793,NA,NA,2,4,-3.560464837,-2.099763723,-1.338821829,-5.485737758,2.046800319,2.299591522,2.633148607,1.013353264,-2.470395416,-0.640667356,-3.441337386,1.681720544,1.753992274,-0.245739166,0.936335374,2.361884384,1.965443044,1.528154304,2.556186154,1.744469634,0.523206465,-0.938849086,0.986616704,1.674754323,2.917944865,2.112131818,-0.359673226,0.953183989,0.364362041,-1.826769046,2.274462724,-1.209834771,1.166779704,2.190427046,0.498411084,1.556013114,1.308984412,-3.033247396,-3.026488506,-3.509958296,1.746579298,0.944077544,-3.944404376,0.271087164,1.930353984,0.347756334,1.568257924,1.69294435,0.977147065,0.366451574,1.007588374,0.273953224,0.399421674,1.646032694,2.332910466,1.856717534,-5.707276536,0.939366034,2.352553652,0.849842174,-0.67520466,0.484838854,-3.301742446,-0.222432536,1.771591548,1.072014354,2.201266104,1.849070365,1.717745314,1.645615122,2.172417639,0.728414964,0.933205934,-0.147585736,2.160035285,0.845933964,1.623135364,2.168689664,2.931434381,-0.424024376,-3.053740346,2.799723254,1.080882714,1.722215784,1.794757724,1.390536324,1.565912726,2057.301144,0,0,0,0,0,0,0,0,12006.81924,0,0,0,0,16.90121389,0,0,0,0,268242.8339,0,0,0,17.34639692,0,2457.858254,0,0,0,0,NA,0,0,0,0.399476939,0,NA,0,0,NA,0,0,0,-123.5586833,49.2283,Shuswap Complex-L,Shuswap Complex-L,STh+GStr,27175.82253,0
2422,Onne FitChip 2020,TM,3979,1000-0093-118-9967,Sockeye,Vancouver Island South,Southern Strait of Georgia,SOG,SW,L Shuswap,L Shuswap,6/21/12,NA,3-Summer,Wild,0.0525,0.5055,0.4603,0.4348,NA,NA,0,0,-1.068888528,0.301183377,-1.60488778,-0.388414408,-0.129183662,1.210207517,-0.054459857,0.226108237,-0.441700293,-3.833043133,-1.068969783,-1.588396473,-1.070890633,0.686498337,-0.817909063,-0.753795433,-1.373038493,0.852723547,-1.056503883,-0.640332983,2.603101479,-1.201392123,1.450980357,-1.021392844,0.488217637,-0.701693269,-1.467128253,0.372250894,-0.323237662,0.998227597,2.007850107,-1.930442378,1.047837067,-1.520899243,1.567809407,-0.224074433,1.016158728,-0.894058163,-0.955577053,-4.326222233,1.231574939,-1.243045263,-0.594569323,-0.575000833,0.857373867,0.618523497,-0.687251093,-0.688984623,-0.588826769,-0.638851923,-0.395531873,1.150418977,0.906393927,-0.325146963,1.378860034,-0.116841143,-0.945779803,-0.813939623,1.083834657,-1.665338643,-0.795667403,-0.595887623,-1.114669023,-0.409598433,-0.270077162,-0.329791553,-0.206685433,-0.458467598,-1.157671262,-0.319105033,-0.399545711,-1.569255473,-4.124780313,-2.678446133,-1.482972543,-2.527975113,-3.101611203,-0.229824333,1.58281041,-1.970012003,-1.950893565,0.188772827,-1.448207203,0.546892867,0.883762567,0.304106577,0.139381677,938.2375582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.728111442,0,0,0,0,0,0,0,0,0,0,NA,11.51275508,0,63.25959348,0,0,NA,0,0,NA,0,0,0,-123.5106667,48.9345,Shuswap Complex-L,Shuswap Complex-L,STh+GStr,41853.05531,0
2423,Onne FitChip 2020,TM,4028,1000-0096-118-B4073,Sockeye,Vancouver Island South,Southern Strait of Georgia,SOG,SW,Seymour,Seymour,6/6/13,NA,2-Spring,Wild,0.8979,0.5509,0.4574,0.7163,NA,NA,2,3,-0.539353721,-2.150118051,-0.21005912,1.315883959,0.760102869,-0.671881788,1.456374517,0.404186432,-0.692544605,1.460323266,0.060877689,1.310335169,0.999609786,-1.975152473,0.262786033,0.191240235,0.108065899,0.506792733,1.259796636,-0.130412848,-2.31020621,1.459125604,-0.408298557,0.44865131,-2.09226002,0.649912806,1.722752833,-0.383089007,0.438871602,-0.517325581,-0.918916653,1.181977687,0.803946431,-0.863401051,-1.105666626,-0.721537472,-0.066389075,-2.075534582,0.514026603,-1.710613353,-0.299528592,-0.532512702,-0.949842266,1.38680776,1.290523806,-0.643710987,2.367474402,1.127985273,0.554506047,-0.243085749,0.177677014,0.468382417,-1.311244811,1.121138897,-0.395130533,0.1225422,-1.634548796,0.019488405,-1.517348442,0.832247306,1.190475866,-0.107815118,-1.262529514,1.423836522,0.375171573,0.0175396,0.039421518,1.278233623,1.250347244,-0.152276062,-0.624588151,-0.654150933,2.143118868,0.776682335,0.83116208,2.287080242,2.988765341,0.642474888,0.935669251,0.636552975,1.131062907,0.221157736,3.726323353,0.630650607,-0.087728323,0.883895952,-0.039766215,47928.06641,0,0,0,0,0,0,0,0,13819.39878,0,0,0,0,164.2442945,0,0,0,0,2.511265473,0,0,0,71.25100013,1.683588556,0,0,0,0,0,NA,2.824534763,0,0.786334624,0,0,NA,0,0,NA,1472334.961,0,0,-123.7465,49.20066667,Shuswap Complex-L,Shuswap Complex-L,STh+GStr,39825.68655,0
2424,Onne FitChip 2020,TM,3977,1000-0069-118-6530,Sockeye,Vancouver Island South,Southern Strait of Georgia,PARR,SW,Harrison,Harrison,8/14/10,NA,3-Summer,Wild,0.9267,0.674,0.4549,0.4261,NA,NA,1,2,-1.750236603,-2.569378533,-2.920316621,-1.771851498,0.83993868,0.331958469,0.480928825,-6.845221367,1.027005623,3.020165723,-0.978088757,0.738140083,-0.197391967,0.886543903,1.142621163,-0.297401317,0.563035703,1.608457243,0.531607513,1.130240793,-0.065224837,-0.042039877,0.997937183,-0.819242051,-0.447771717,-0.136832544,0.043617013,1.255914293,-0.041141566,1.681123213,1.725538563,-0.029127997,-0.044038217,4.153110156,0.289294633,-0.581304177,0.769069686,0.592016793,0.814447283,-2.223747497,-0.065220927,0.604660413,-0.203693467,0.902144493,1.660855573,0.182013743,1.647951273,1.569910635,0.103386038,-0.531194967,-0.091304197,0.848425953,0.513284053,0.990640473,0.518786391,0.300462103,0.936653883,-0.035450287,0.433015513,-1.098431697,-0.051259077,-1.193821847,3.046551183,-0.306731427,-0.034527155,-3.015302677,-0.091996987,1.257500392,-0.073028442,-0.751101198,-0.832238407,1.003851353,2.981129943,3.364566323,0.672447683,3.254869583,2.543653163,0.291424513,0.875529753,1.255743933,-2.586495183,0.208307493,0.324018413,0.375092353,-0.040553347,-1.242686167,0.645793751,1.504991107,0,0,NA,0,0,0,0,0,0,0,322.8301919,0,0,0,0,0,0,0,110432.9666,0,0,NA,0,0,794458.5267,0,0,0,0,0,0,0,9.539767996,0,0,0,0,0,0,0,0,0,-123.4493167,49.45453333,Harrison-(D/S)-L,Harrison-(D/S)-L,LFR+GStr,39495.0044,0
2425,Onne FitChip 2020,TM,4023,1000-0093-118-9949,Sockeye,Vancouver Island South,Southern Strait of Georgia,SOG,SW,L Adams,Low % Probability,6/20/12,NA,3-Summer,Wild,0.8449,0.453,0.4524,0.6656,NA,NA,1,4,-2.184205978,-2.466568717,-4.472640653,1.0181894,0.512348875,0.611113851,1.264029797,0.875199054,0.17781489,-0.84934824,2.19083143,0.17194698,1.31015766,0.456631432,1.05462647,-1.03142098,-0.65193018,0.91198333,0.68438208,1.65304213,0.604518375,-0.29018027,1.1885587,0.11418771,-0.789987596,0.237217871,-1.59640943,-0.406237389,0.75445497,1.4625962,0.20253534,0.974130885,2.38781081,1.921014255,1.06630455,1.10239502,1.694768576,1.44343574,2.225182039,-1.30978306,0.984857277,-0.06931033,1.13656239,-0.42077142,1.08255251,-1.10223859,2.29634747,0.154140383,0.464552155,-1.18828321,1.12120405,0.92153256,0.69571578,-0.0453721,1.012554862,1.57528542,2.1135893,-0.73031021,0.03242407,1.06331975,-2.948756675,0.5677944,0.58378282,-1.42030428,0.730011969,-4.65567477,1.1766742,1.339060863,0.277992076,0.508371888,0.15310341,-0.48834196,-0.80937362,0.07282491,-0.264201033,-0.3041618,-0.31010538,0.72121049,0.90273958,0.61287753,1.493044228,-0.37211797,0.07359196,0.28360126,0.62877069,-0.25658346,0.354609151,381715.1168,0,0,0,0,0,0,0,0,184641.5177,0,0,0,0,26533.49498,0,0,0,0,0,0,0,0,1019.886758,0,0,0.706620953,0,0,0,NA,1.685783645,0,1.763198101,0,0,NA,0,0,NA,36.17565435,0,0,-123.7593833,49.08305,Shuswap-ES,Shuswap-ES,STh+GStr,42198.28854,0
2426,Onne FitChip 2020,TM,4006,1000-0094-118-B0953,Sockeye,Vancouver Island South,Southern Strait of Georgia,SOG,SW,Harrison,Harrison,9/18/12,NA,3-Summer,Wild,0.6412,0.8549,0.444,0.8736,NA,NA,2,1,-3.875225749,-3.629761392,-3.69367004,2.516177617,2.457934323,2.493781471,2.156612795,2.805794124,0.150759874,1.281698384,-0.384928876,2.919104574,3.181586656,3.008725074,0.920830204,1.270452934,2.143384674,-0.729519506,4.813752806,1.045369884,0.052353104,1.674893764,0.033940624,1.952605867,3.59392519,1.286963689,1.439899204,-0.805604345,0.526213902,-1.200757286,0.053760114,-2.026410601,3.107547594,3.084915923,3.644777961,0.926497374,2.945930556,-0.358936916,-1.426487656,0.301592104,1.895093708,0.081173664,-0.233141156,-0.446772437,0.072533294,-1.109923006,3.045604004,2.399536163,2.834769982,-0.405590016,5.280549674,-0.031645816,-0.162878446,1.419067204,1.427665204,1.798971924,-1.308168956,1.360847144,0.743104594,2.435777273,0.714587575,1.342141664,2.829091434,-0.734077296,2.608189046,-1.379090856,-0.117059316,0.776180697,2.797252093,2.156780739,1.60398613,0.272666994,-0.268307536,-1.809188266,0.07599871,-0.722468336,1.079878054,6.319280875,1.870424949,1.097199804,0.938948703,6.023683785,3.361172814,0.207902314,2.397187484,2.328997464,2.015733703,3.487219466,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,28.83928001,0,9388.133228,0,0,0,0,NA,0,0,0,-1,0,NA,0,0,NA,0,0,0,-123.3457333,49.33983333,Harrison-(D/S)-L,Harrison-(D/S)-L,LFR+GStr,23526.15342,0
2427,Onne FitChip 2020,TM,4021,1000-0070-118-7285,Sockeye,Vancouver Island South,Southern Strait of Georgia,PARR,SW,Chilko,Chilko,5/19/11,NA,2-Spring,Wild,0.6381,0.5322,0.4334,0.6821,NA,NA,0,2,-0.489910762,-0.52826286,-0.651909347,1.368756297,0.074478524,0.238553459,0.813493458,0.625541177,-0.444537443,-3.513686813,1.512774767,1.518054457,2.350129597,-0.521620083,0.742875487,0.408003567,-0.192280663,0.990692637,1.516715827,1.606309497,0.480426927,0.801268117,0.545830137,0.454780583,0.493036498,0.851102285,0.314465017,0.12380876,0.532682756,-0.899181613,-0.870051933,0.186929787,0.473800387,-0.582575883,0.151058597,0.885794637,-0.125013586,-0.388635373,-1.383127513,-0.914418993,0.315228086,-0.490691093,-0.273398553,-2.414761391,-1.252869383,-0.625838593,1.649913837,0.477410744,0.124607274,-0.058493543,2.678112887,0.056688477,-0.926200163,-0.449192403,0.809230132,0.339133837,0.132938427,-0.266253113,-0.749451773,1.315215876,-0.698569352,0.503713527,-0.255329683,-0.948141453,-0.191801331,-1.095451313,-0.048797893,0.253218216,1.129112796,1.586925345,1.909857488,0.5760113,-1.541761093,-2.569074153,-0.301184012,0.474964852,0.354221507,0.85726906,0.889187628,0.170510727,0.368622799,0.256813447,-0.234789833,0.034862487,0.939880298,0.888650447,0.205542054,3184.135415,0,0,NA,0,0,0,0,0,0,0,0,0,0,17.86881213,0,0,0,0,0,0,0,NA,12.63754097,0,0,0,0,0,0,0,0,0,3271.44368,0,0,0,0,0,0,0,0,0,-123.6451667,49.4065,Chilko-S,Chilko-S,MFR+GStr,42902.63028,0
2428,Onne FitChip 2020,TM,3978,2015-0033-118-F1061,Sockeye,Vancouver Island South,Southern Strait of Georgia,SOG,SW,L Adams,L Adams,7/5/15,NA,3-Summer,Wild,0.9418,0.593,0.4228,0.5027,NA,NA,1,0,0.532785755,-2.172966484,-0.509881828,-0.917676284,-0.480676201,-0.652176204,1.159471779,0.814876117,-2.669838584,0.591861996,-0.498468334,-0.867142694,0.454474376,-0.22562668,-0.738654624,-0.281374274,0.687362126,0.665206076,-0.012991684,0.103254826,0.477277747,0.059861496,0.627287076,0.167565569,-0.522439848,-0.247562005,0.197795326,0.737546523,0.856836832,-1.128746664,0.123080246,-0.929428784,1.289574536,-2.954398633,0.779988504,1.503534056,-0.296682605,-0.698704144,-1.638426904,-1.160363144,-0.316137804,2.191066616,-1.309220064,2.16253445,-0.374263264,-0.517448024,0.296288946,0.60735139,0.184617849,-1.027766024,-2.004879114,-0.564907724,-0.827379154,-0.938283084,0.627738116,0.229453876,-0.455668524,-0.091989384,0.607018449,-0.069141076,0.22251008,-0.366498074,-1.531563044,-1.665774914,0.141113223,-3.177012974,0.474574256,-0.150835397,-0.121541448,-1.813650932,-1.170799993,-0.122971435,0.462332556,0.994076846,-0.913200737,1.077488458,1.571335056,0.581339459,0.43507471,-0.337367724,-2.153132804,0.230523146,-1.748658614,0.159340086,0.988165676,-0.357169274,-0.131910074,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.893386827,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-123.4776667,49.2885,Shuswap-ES,Shuswap-ES,STh+GStr,25140.34888,0
2429,Onne FitChip 2020,TM,4025,1000-0070-118-7375,Sockeye,Vancouver Island South,Southern Strait of Georgia,PARR,SW,Bivouac,Bivouac,5/29/11,NA,2-Spring,Wild,0.2941,0.6198,0.4226,0.744,NA,NA,1,2,0.505209561,-1.105371401,-0.591822659,-4.472518081,-0.515261322,-0.290626294,0.257443673,-0.501855704,0.75064198,-0.29263428,-0.0106002,-0.35598153,0.044250593,-0.532484448,-0.11683974,-0.03878975,-0.99455687,1.45271726,0.57011668,0.37051983,-0.467149901,-0.01978997,1.353924725,0.19823525,-0.377736917,-0.046734057,-0.17253029,-0.456247827,0.013392367,0.26788849,0.02281086,-0.51096662,-0.00542238,-0.60271235,-0.434552139,0.23397225,-0.888104474,-0.17565947,0.519740295,-2.68018116,-0.316919246,0.56914938,-0.18481289,1.940712349,0.90321639,0.60444812,0.22781555,-0.546025962,-0.637945877,0.94714822,-0.86084437,0.38887511,-0.64641675,0.07885426,-0.723025849,-0.81367716,0.13770748,-0.58196152,-0.385178752,-0.650753813,1.64764033,-0.444415294,0.22596135,2.01175769,-0.550217419,0.62124513,-0.19583069,-0.036852183,0.395409224,-0.223338043,-0.32251862,-0.723030448,-1.2023259,-2.37809716,0.130299482,-0.50947395,-1.20986379,0.080452977,-0.820438542,-0.50738009,0.005197431,0.696891698,1.24956043,0.346122067,0.006391926,0.13449615,-0.796919477,6963.536883,0,0,NA,0,0,0,0,0,138.0135202,0,0,0,0,8942504.08,0,0,0,0,0,0,0,NA,0.225329051,29.16739429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-123.6453333,49.28283333,Takla/Trembleur-ESTU,Takla/Trembleur-ESTU,MFR+GStr,35294.28738,0
2431,Onne FitChip 2020,TM,4025,1000-0096-118-B4239,Sockeye,Vancouver Island South,Southern Strait of Georgia,SOG,SW,Chilko,Chilko,6/11/13,NA,2-Spring,Wild,0.945,0.6045,0.4062,0.6297,NA,NA,1,2,0.081616365,-1.667827472,-0.133493385,0.581177553,0.267484084,0.217331562,1.081881085,0.778594798,-0.018044705,1.669791375,0.388772595,0.906870825,0.242348135,-0.172593076,0.993077365,-0.124759255,0.613619855,0.801152825,1.526295778,1.628924445,0.046499618,-0.477175545,1.068931935,0.059681511,-0.654488292,0.51315241,-0.587876895,-0.073184256,-0.006832299,-1.442892135,0.304041405,-0.56528031,0.925753675,-1.953689555,0.152260037,-0.818401715,-0.122553128,-0.873047955,-0.405772985,-1.770067805,-0.151817434,0.287908155,-0.058349275,-0.048708646,0.830205655,-0.604066245,0.138009455,0.765268346,0.034625795,-0.802230975,-1.749111415,-0.086053915,-0.564907395,0.290749415,-0.101987284,-0.100255075,-0.585093545,0.002802715,1.042489305,0.106715536,0.323714197,-0.741850845,0.099484705,-0.476164375,0.140780184,-1.703712835,-0.163545875,0.641111346,0.073707795,0.016017855,0.592343236,1.081685958,1.136034675,1.316341775,1.008125501,1.609821564,1.453695581,0.510038722,0.136326447,0.562568605,0.777780471,0.533568155,-1.102167165,0.022366015,0.324138301,-0.101916055,-0.603133238,409.1346583,0,0,0,0,0,0,0,0,637129.3188,0,0,0,0,7592.908841,0,0,0,0,1.239708107,0,0,0,77.63324135,0,0,0,0,0,0,NA,15.3473582,0,0,0,NA,NA,0,0,NA,0,0,0,-123.9133333,49.42333333,Chilko-S,Chilko-S,MFR+GStr,59818.34081,0
2434,Onne FitChip 2020,TM,4001,1000-0096-118-B4071,Sockeye,Vancouver Island South,Southern Strait of Georgia,SOG,SW,Seymour,Seymour,6/6/13,NA,2-Spring,Wild,0.9146,0.6258,0.4016,0.7802,NA,NA,2,1,-3.241708787,-4.75236325,-6.869188394,1.767956768,1.193942447,-0.064870818,0.445619963,-1.43018177,0.83246147,-0.19192136,0.47315392,0.67976051,0.9390294,2.47827005,-0.39721914,0.56509161,0.37315955,0.92768859,-0.10215832,1.00027485,-0.910944599,2.95365639,0.74489193,-0.791969149,6.330687307,-0.95317679,1.07892736,-0.525689945,-0.422721594,9.49867874,2.11693472,0.654417445,0.68012959,-0.806465291,2.36922467,1.49913998,4.303313951,2.68562374,0.86754652,0.68891234,2.74195165,3.33731378,2.46297465,-0.66528497,1.02703868,-1.06294581,0.67983348,0.369709497,0.574078196,-0.46295724,0.22226724,-1.0476011,1.34928439,-0.26114637,5.118440256,0.67182131,5.26815284,0.99237085,-0.08819626,-0.33730499,0.051030096,-0.49716668,1.33385597,1.3502141,0.404118269,-1.85095514,0.74495315,0.79277297,0.496651993,-1.652943911,0.01583815,-1.29554353,1.54392509,0.27452141,-0.006854125,0.49274708,0.17160008,-0.59310771,-0.87234382,0.05305466,1.03621118,0.40563582,1.12208762,-0.1463144,2.3038059,0.09945487,0.796067415,16583.80727,0,0,0,0,0,0,0,0,54.12661744,0,0,0,0,0,2.985160409,0,0,0,-999,0,0,0,174.1513571,0,0,0,0,0,0,NA,3.247777177,0,0,0,0,NA,0,0,NA,0,0,0,-123.7465,49.20066667,Shuswap Complex-L,Shuswap Complex-L,STh+GStr,39825.68655,0
2435,Onne FitChip 2020,TM,4029,1000-0071-118-7589,Sockeye,Vancouver Island South,Southern Strait of Georgia,PARR,SW,Chilko,Low % Probability,6/19/11,NA,3-Summer,Wild,0.7095,0.5682,0.3978,0.7377,NA,NA,2,3,-0.276349146,-0.274848573,-1.05264372,0.80951031,-0.377424882,0.666294741,0.899032438,0.965263588,0.037278497,0.03455751,-1.890240433,0.933502407,0.918553653,-0.68656853,0.51932364,0.088608509,-1.044260571,0.658936697,0.662650381,0.526508102,-0.334382947,1.43706827,1.050246644,0.128921803,0.026384143,0.516316077,0.233543256,-1.457389969,0.034919257,-1.013986615,0.649153675,-0.078109686,0.58327405,0.213735894,0.441554961,-0.099774198,-0.75414637,-0.960157635,1.143530232,-2.235278444,-0.007606453,-0.849346147,-0.876473255,-1.357041016,0.6695149,0.190318311,0.666648334,0.133643872,-0.042040231,-0.740543257,-0.79547388,0.594063641,-0.895539963,0.23485464,-0.231832524,0.307538392,-0.522144562,0.328010226,-0.628337198,0.082588064,1.192713286,-0.077577307,-0.800622727,1.286478668,0.374337471,0.619832668,-0.372058479,0.694338525,-0.002469722,-0.163753949,-0.482994336,-0.56509455,-0.384144898,-0.40034922,0.298121247,-0.063441614,-0.206912546,0.640448444,0.475525214,-0.018928542,0.148643058,-0.159543564,1.576454989,0.14536118,0.017153419,-0.059047567,0.015067189,184726.6017,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143483.6938,0,0,NA,84.35332751,0,10.5944983,0,0,0,0,0,0,0,11615.57048,0,0,0,0,0,0,0,0,0,-123.5935,48.89633333,Chilko-S,Chilko-S,MFR+GStr,44143.69057,0
2436,Onne FitChip 2020,TM,4005,2015-0033-118-F0981,Sockeye,Vancouver Island South,Southern Strait of Georgia,SOG,SW,L Adams,L Adams,7/4/15,NA,3-Summer,Wild,0.9695,0.625,0.3954,0.4407,NA,NA,1,2,0.474773845,-1.26637913,1.961033341,-1.361045679,-1.20227492,0.736618922,0.296879685,-0.363032805,-3.374172495,0.710687725,-1.998795635,-1.895764725,0.866773366,-1.508444274,-1.298818675,-1.515102245,-2.681952915,-1.134286465,-0.708093915,0.016704615,-2.175406965,-1.433549675,0.999900295,0.292806086,1.288483652,0.103521536,-1.147549635,-0.390795062,1.263179882,-0.711921135,-0.158743685,-2.446410405,-0.695850245,-6.072996618,-0.230535623,0.099247755,-1.444396601,-1.107357585,-1.729819535,-0.839109955,0.299664479,0.424989595,-1.207133865,1.725241318,-0.710873735,-0.019664825,-0.912739025,0.458442225,0.286704727,-1.440855535,-3.023926115,-0.796649005,-0.536041695,-0.845605285,1.000224826,0.735103495,-1.797642555,-1.108399265,0.557337097,-1.670338631,0.006415535,-0.099979755,-3.045042355,-1.562030245,0.180848771,0.067694495,-0.711250295,-0.288364572,-2.980741302,-2.985432046,-2.912620779,0.199578245,0.802658755,0.283146045,-1.557121546,1.13278949,1.660049071,-0.022513671,-0.169670215,-1.561366205,-2.930224488,0.357453349,-2.358160115,1.125858331,1.111092968,-1.367538245,-0.660205951,3336.522392,0,0,NA,0,0,0,0,0.433532481,0,0,88.6229927,0,0,196326.105,1.104765679,0,0,0.321152654,22.90361064,0,0,NA,0,15.55776015,892.9680427,0,0,0,0,0,9.848528874,0,0,0.216903565,0,0,0,0,0,0,0,0,-123.3129333,49.19206667,Shuswap-ES,Shuswap-ES,STh+GStr,9145.405129,0
2439,Onne FitChip 2020,TM,4028,2018-0004-118-L1152,Sockeye,Vancouver Island South,Southern Strait of Georgia,,SW,Chilko,Chilko,7/4/18,NA,,Wild,0.842,0.4214,0.3812,0.7545,NA,NA,2,4,-1.146810828,-0.264630742,-1.024094536,1.192331437,0.773007685,0.165107208,0.888189642,0.556038256,-0.76254472,0.437917245,-1.722298787,0.152638106,0.636567731,-0.566661954,-0.043186239,2.108544752,0.398777007,0.100330465,0.384969895,0.828890672,-0.098463089,-0.526421062,0.750253102,0.300711528,0.725287877,0.625518217,-0.248131096,0.54678795,0.514031237,0.024203255,0.175196004,-0.430908331,-0.201539436,0.454884523,-0.507021773,0.190319837,0.927158836,-1.243844664,-0.232198638,-2.517923466,0.598036742,-0.675211901,-0.797618808,-1.372588368,0.473331748,1.147126014,1.034465282,0.200790307,0.450382465,-1.089453936,0.14183759,0.385841792,-0.613480407,-0.153644163,1.493286887,0.893159792,0.692824272,-0.26956034,0.533373322,0.616888784,-1.001884283,-0.454269277,-1.425066192,1.226790375,0.780914438,0.612599007,-0.05345869,1.052771592,0.993875588,0.657505537,0.284030315,2.680087056,-0.732929932,-0.345396035,0.632972025,2.075670809,1.650248358,0.860191295,0.151125632,-0.477244364,-0.530884835,-0.645950376,1.982735648,-0.40545723,1.186174518,-0.639767376,0.557698694,51733.08291,0,0,NA,0,0,0,0,0,6160.405467,0,0,0,0,605.6318047,0,0,0,9219.883883,91009.38682,0,0,NA,2.04180327,0,6.642473168,176.836852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-123.9221667,49.455,Chilko-S,Chilko-S,MFR+GStr,62211.52494,0
