"","Unique","Ewatch","Prog","SWFW","Year","Date","DOY","days","Stock","Stock_Analysis","Stock_Region","Stock_Group","Stock_Area","SEASON1","Length","Mass","K","logK","Sex","Catch_Region","Zone","Latitude","Longitude","Tissue","LOD","Value","hkg","ae_hyd","ae_sal","arena1","arena2","ascv","aspv","Bafini_b","c_b_cys","ce_sha","Circo.virus","cov","cr_sal","ctv","de_sal","fa_mar","fl_psy","gy_sal","Hantavirus","ic_hof","ic_mul","IcD","ihnv","ipnv","isav7","isav8","ku_thy","lo_sal","mitov","mo_vis","my_arc","my_cer","my_ins","na_sal","ne_per","Nido2_a","nu_sal","omv","ortho","pa_kab","pa_min","pa_pse","pa_ther","pch_sal","Picorna2_virus","pisck_sal","pmcv","prv","pspv","Qin","re_sal","reov","Rhabdo3_virus","rlo","Salmovirus","sav","sch","SGPV","smallUK","sp_des","sp_sal","te_bry","te_mar","toti","ven","ver","vhsv","vi_ang","vi_sal","ye_ruc"
"3134","1000-0102-118-B4845",0,"MGL","SW",2013,"6/13/13",164,1731,"Kane","TransBoundary","TransBoundary","TransBoundary","TransBoundary","Summer",112,11.8,0.839900692,-3.075772061,"F","VIN","ECVI",50.54528333,-126.8015833,"Mixed","NO","AvgCopy",1.5e-26,0,0,NA,NA,NA,NA,NA,9238.324665,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,NA,0,NA,0,46.85234233,0,1.056462828,0,NA,0,0,0,2224.847536,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"3135","1000-0102-118-A13032",0,"MGL","SW",2013,"6/13/13",164,1731,"","","","","","Summer",NA,NA,NA,NA,"","VIN","ECVI",50.54528333,-126.8015833,"Mixed","NO","AvgCopy",518481054.1,0,0,NA,NA,NA,NA,NA,789.468676,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,646715.8251,NA,0,0,NA,0,0,0,NA,NA,0,NA,39.14963327,0,69.35300139,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
"3136","1000-0071-118-7513",0,"PARR","SW",2011,"6/14/11",165,1001,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",112,NA,NA,NA,"M","VIS","ECVI",49.65765,-124.7019167,"Mixed","NO","AvgCopy",5.72e+74,NA,0,0,0,0,NA,NA,15627.58607,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,20356.35834,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,267.814585,NA,0,0,NA,0.632916568,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3138","1000-0071-118-7511",0,"PARR","SW",2011,"6/14/11",165,1001,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",118,NA,NA,NA,"F","VIS","ECVI",49.71496667,-124.75475,"Mixed","NO","AvgCopy",1.06e+90,NA,0,0,0,0,NA,NA,18523.26709,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,442810.8047,NA,0,0,0,NA,NA,NA,0,0,0,0,399.6952068,0,NA,0,NA,0,2628.615627,NA,0,0,NA,0.00182357,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3140","1000-0071-118-7510",0,"PARR","SW",2011,"6/14/11",165,1001,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",126,NA,NA,NA,"F","VIS","ECVI",49.71496667,-124.75475,"Mixed","NO","AvgCopy",1.98e+39,NA,0,0,0,0,NA,NA,584.6840588,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,49378.11895,NA,0,0,0,NA,NA,NA,0,0,0,0,23.97930587,0,NA,0,NA,0,58586.5022,NA,0,NA,NA,0.003884563,NA,NA,14.19404428,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3141","1000-0071-118-7506",0,"PARR","SW",2011,"6/14/11",165,1001,"Bivouac","Early Stuart","Upper Fraser","Upper Fraser","Fraser","Summer",112,NA,NA,NA,"M","VIS","ECVI",49.78033333,-124.6442333,"Mixed","NO","AvgCopy",1e-100,NA,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,422198.3136,NA,0,0,0,NA,NA,NA,0,0,0,0,179.8630009,0,NA,0,NA,0,1069.502501,NA,0,0,NA,0,NA,NA,69.90851619,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3143","1000-0071-118-7503",0,"PARR","SW",2011,"6/14/11",165,1001,"","","","","","Summer",118,NA,NA,NA,"F","VIS","ECVI",49.85473333,-124.6109333,"Mixed","NO","AvgCopy",3.86e-49,NA,0,0,0,0,NA,NA,0.829034547,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,1.624933522,0,NA,0,NA,0,2806.936083,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3144","1000-0071-118-7504",0,"PARR","SW",2011,"6/14/11",165,1001,"","","","","","Summer",125,NA,NA,NA,"F","VIS","ECVI",49.85473333,-124.6109333,"Mixed","NO","AvgCopy",6.78e+29,NA,0,0,0,0,NA,NA,113.008436,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,8.974465234,0,NA,0,NA,0,158.8433702,NA,0,0,NA,0,NA,NA,22.27694145,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3149","2017-0020-118-Q17_031",NA,"Tag","SW",2017,"6/14/17",165,NA,"","","","","","Summer",116,15.2,NA,NA,"","VIN","ECVI",50.01785,-125.0155833,"Gill","","AvgCopy",5.33e-15,NA,0,0,2.851891371,0,NA,NA,8862.799836,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,1542.620742,0,NA,0,NA,0.529607757,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3150","2017-0020-118-Q17_035",NA,"Tag","SW",2017,"6/14/17",165,NA,"","","","","","Summer",119,15.8,NA,NA,"","VIN","ECVI",50.01785,-125.0155833,"Gill","","AvgCopy",8.02e-14,NA,0,0,25.51422612,0,NA,NA,0,0,NA,0,0,0,0,0,129.1984254,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3151","2017-0020-118-Q17_037",NA,"Tag","SW",2017,"6/14/17",165,NA,"","","","","","Summer",120,15.9,NA,NA,"","VIN","ECVI",50.01785,-125.0155833,"Gill","","AvgCopy",6.19e-09,NA,0,0,0.620751322,0,NA,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,1.557800357,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,22523.91862,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3152","2017-0020-118-Q17_032",NA,"Tag","SW",2017,"6/14/17",165,NA,"","","","","","Summer",124,17.8,NA,NA,"","VIN","ECVI",50.01785,-125.0155833,"Gill","","AvgCopy",1.14e-10,NA,0,0,223.1414187,0,NA,NA,202.1552435,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3153","2017-0020-118-Q17_038",NA,"Tag","SW",2017,"6/14/17",165,NA,"","","","","","Summer",125,19.4,NA,NA,"","VIN","ECVI",50.01785,-125.0155833,"Gill","","AvgCopy",4.08e-06,NA,0,0,1.73170355,0,NA,NA,31.65584792,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3154","2017-0020-118-Q17_040",NA,"Tag","SW",2017,"6/14/17",165,NA,"","","","","","Summer",125,19.6,NA,NA,"","VIN","ECVI",50.01785,-125.0155833,"Gill","","AvgCopy",2.93e-10,NA,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0
"3155","2017-0020-118-Q17_036",NA,"Tag","SW",2017,"6/14/17",165,NA,"","","","","","Summer",126,19.8,NA,NA,"","VIN","ECVI",50.01785,-125.0155833,"Gill","","AvgCopy",2.64e-10,NA,0,0,865932.1986,0,NA,NA,13.52485556,0,NA,NA,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,10.15369449,0,5491.373158,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3156","2017-0020-118-Q17_033",NA,"Tag","SW",2017,"6/14/17",165,NA,"","","","","","Summer",125,19.9,NA,NA,"","VIN","ECVI",50.01785,-125.0155833,"Gill","","AvgCopy",1.79e-11,NA,0,0,1.967845504,0,NA,NA,20.37208405,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,468.7321464,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3157","2017-0020-118-Q17_039",NA,"Tag","SW",2017,"6/14/17",165,NA,"","","","","","Summer",130,21.1,NA,NA,"","VIN","ECVI",50.01785,-125.0155833,"Gill","","AvgCopy",6.91e-12,NA,0,0,0,0,NA,NA,32671.95684,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,1.281063664,2.04167576,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3158","2017-0020-118-Q17_034",NA,"Tag","SW",2017,"6/14/17",165,NA,"","","","","","Summer",134,21.8,NA,NA,"","VIN","ECVI",50.01785,-125.0155833,"Gill","","AvgCopy",2.55e-10,NA,0,0,17295.60059,0,NA,NA,10969.46049,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,310.8674767,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3159","2017-0020-118-Q17_030",NA,"Tag","SW",2017,"6/14/17",165,NA,"","","","","","Summer",132,22.52,NA,NA,"","VIN","ECVI",50.01785,-125.0155833,"Gill","","AvgCopy",3.27e-14,NA,0,0,46.28643924,0,NA,NA,0,0,NA,0,0,0,0,0,63.97341121,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3160","2017-0020-118-Q17_041",NA,"Tag","SW",2017,"6/14/17",165,NA,"","","","","","Summer",139,27.6,NA,NA,"","VIN","ECVI",50.01785,-125.0155833,"Gill","","AvgCopy",5.14e-07,NA,0,0,6.630190346,0,NA,NA,10.48607936,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,94.65458044,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3161","1000-0068-118-5077",NA,"PARR","SW",2010,"6/15/10",166,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Summer",72,NA,NA,NA,"U","VIS","ECVI",49.45096667,-123.2433667,"Brain","","AvgCopy",0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA
"3162","1000-0068-118-5073",NA,"PARR","SW",2010,"6/15/10",166,NA,"Harrison","Harrison-Widgeon","Lower Fraser","Lower Fraser","Fraser","Summer",65,2.5,NA,NA,"U","VIS","ECVI",49.45096667,-123.2433667,"Brain","","AvgCopy",72658310914,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,2399.705935,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA
"3163","1000-0068-118-5072",NA,"PARR","SW",2010,"6/15/10",166,NA,"Harrison","Harrison-Widgeon","Lower Fraser","Lower Fraser","Fraser","Summer",69,2.6,NA,NA,"U","VIS","ECVI",49.45096667,-123.2433667,"Brain","","AvgCopy",0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA
"3164","1000-0068-118-5075",NA,"PARR","SW",2010,"6/15/10",166,NA,"Harrison","Harrison-Widgeon","Lower Fraser","Lower Fraser","Fraser","Summer",52,NA,NA,NA,"U","VIS","ECVI",49.45096667,-123.2433667,"Brain","","AvgCopy",0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA
"3165","1000-0068-118-5074",NA,"PARR","SW",2010,"6/15/10",166,NA,"Harrison","Harrison-Widgeon","Lower Fraser","Lower Fraser","Fraser","Summer",65,NA,NA,NA,"U","VIS","ECVI",49.45096667,-123.2433667,"Brain","","AvgCopy",0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA
"3166","1000-0068-118-5076",0,"PARR","SW",2010,"6/15/10",166,637,"","","","","","Summer",68,NA,NA,NA,"U","VIS","ECVI",49.45096667,-123.2433667,"Mixed","NO","AvgCopy",0.000216759,NA,0,0,0,0,NA,NA,12.95130796,2.20091611,NA,0,0,0,0,0,0,NA,NA,0,4.404883481,NA,0,NA,NA,NA,0,0,0,NA,7.682528424,NA,0,0,0,NA,NA,NA,0,0,7433.273334,0,73.91645992,0,NA,0,NA,0,28.83059503,NA,0,0,NA,0,NA,NA,9.559824422,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3167","1000-0071-118-7523",0,"PARR","SW",2011,"6/15/11",166,1002,"","","","","","Summer",117,NA,NA,NA,"F","VIS","ECVI",49.50866667,-124.5888333,"Mixed","NO","AvgCopy",3.74e+19,NA,0,0,0,0,NA,NA,49277.95274,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3168","1000-0071-118-7524",0,"PARR","SW",2011,"6/15/11",166,1002,"","","","","","Summer",158,NA,NA,NA,"F","VIS","ECVI",49.50866667,-124.5888333,"Mixed","NO","AvgCopy",38969662719,NA,0,0,0,0,NA,NA,2042.044455,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,466.4201973,NA,0,0,0,NA,NA,NA,0,0,0,0,91.21244744,0,NA,0,NA,0,1280.04421,NA,0,0,NA,0,NA,NA,1.275980626,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3199","2016-0052-118-1707",0,"Hakai","SW",2016,"6/14/16",166,2828,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",101,12.2,1.18411998,-2.926604291,"","VIN","ECVI",50.244069,-125.397371,"Mixed","NO","AvgCopy",1.28e-10,NA,0,0,4316.75126,0,NA,NA,40.06240957,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,1672222.159,NA,0,0,0,NA,NA,NA,0,0,110.0745058,34454.49047,294.1664133,0,NA,0,NA,0,22.15004096,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
"3200","2016-0052-118-1694",0,"Hakai","SW",2016,"6/14/16",166,2828,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",109,12.4,0.957507515,-3.018857809,"","VIN","ECVI",50.244069,-125.397371,"Mixed","NO","AvgCopy",4.98e-08,NA,0,0,0,0,NA,NA,35053.26136,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,2065465.628,NA,0,0,0,NA,NA,NA,0,0,2.451145864,0,3.082720031,0,NA,0,NA,0,1008.38259,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
"3201","2016-0052-118-1703",0,"Hakai","SW",2016,"6/14/16",166,2828,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",110,14.9,1.119459053,-2.950991787,"","VIN","ECVI",50.244069,-125.397371,"Mixed","NO","AvgCopy",8.05e-08,NA,0,0,0,0,NA,NA,2826.9443,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,3678738.184,NA,0,0,0,NA,NA,NA,0,0,0,0,48.02504248,0,NA,0,NA,0,3309.606361,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
"3202","2016-0052-118-1705",0,"Hakai","SW",2016,"6/14/16",166,2828,"Sinta","Early Stuart","Upper Fraser","Upper Fraser","Fraser","Summer",120,18.1,1.047453704,-2.979865163,"","VIN","ECVI",50.244069,-125.397371,"Mixed","NO","AvgCopy",7.98e-05,NA,0,0,0.605564687,0,NA,NA,337.757257,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,13534.53922,NA,0,0,0,NA,NA,NA,0,0,1577.359988,0,104.9717011,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,85.9550845,0,0,0,0,0,0,0,0
"3204","2016-0052-118-1706",0,"Hakai","SW",2016,"6/14/16",166,2828,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",118,16.4,0.998154631,-3.000802174,"","VIN","ECVI",50.244069,-125.397371,"Mixed","NO","AvgCopy",1.1e-10,NA,0,0,2617608.119,0,NA,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,2.569078111,NA,0,0,0,NA,NA,NA,0,0,2097.617083,0,1357.014473,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,6.882979374,NA,0,0,NA,0,0,0,0,0,0,0,0,0
"3205","2016-0052-118-1709",0,"Hakai","SW",2016,"6/14/16",166,2828,"MiddleShuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",98,8.6,0.913734923,-3.039179776,"","VIN","ECVI",50.244069,-125.397371,"Mixed","NO","AvgCopy",1.02e-11,NA,0,0,2174176.299,0,NA,NA,106000.0207,0,NA,0,0,0,0,0,0,NA,NA,2.048515,0,NA,0,NA,NA,NA,0,0,0,NA,65062.31344,NA,0,0,0,NA,NA,NA,0,0,4422.23828,0,3175.489214,0,NA,0,NA,0,29.61790023,NA,0,0,NA,0,NA,NA,17.36049875,NA,0,0,NA,0,0,0,0,0,0,0,0,0
"3212","2016-0052-118-1708",0,"Hakai","SW",2016,"6/14/16",166,2828,"MiddleShuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",105,11.4,0.984774862,-3.006663046,"","VIN","ECVI",50.244069,-125.397371,"Mixed","NO","AvgCopy",1.77e-10,NA,0,0,2304376.361,0,NA,NA,7608.418036,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,10604.71363,0,133.7842303,0,NA,0,NA,0,207.9369914,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
"3213","2016-0052-118-1710",0,"Hakai","SW",2016,"6/14/16",166,2828,"MiddleShuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",109,11.5,0.888011002,-3.051581653,"","VIN","ECVI",50.244069,-125.397371,"Mixed","NO","AvgCopy",5.1e-09,NA,0,0,2.297131136,0,NA,NA,75583.53366,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,76486.95944,0,20.34575988,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
"3214","2016-0052-118-1704",0,"Hakai","SW",2016,"6/14/16",166,2828,"MiddleShuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",108,12.5,0.992290301,-3.003361253,"","VIN","ECVI",50.244069,-125.397371,"Mixed","NO","AvgCopy",5.9e-09,NA,0,0,2821141.188,0,NA,NA,41556.80172,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,1.347997547,NA,0,0,0,NA,NA,NA,0,0,395.2854043,0,13.27624096,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
"3215","2016-0052-118-1711",0,"Hakai","SW",2016,"6/14/16",166,2828,"MiddleShuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",103,12.8,1.171381324,-2.931301704,"","VIN","ECVI",50.244069,-125.397371,"Mixed","NO","AvgCopy",6.12e-05,NA,0,0,812835.2073,0,NA,NA,94279.34226,45.11124863,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,32767.61054,NA,0,0,0,NA,NA,NA,0,0,1445.657846,0,1.402890746,0,NA,0,NA,0,8.92583551,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
"3219","1000-0068-118-5082",NA,"PARR","SW",2010,"6/16/10",167,NA,"Harrison","Harrison-Widgeon","Lower Fraser","Lower Fraser","Fraser","Summer",82,5.1,NA,NA,"U","VIS","ECVI",49.40023333,-123.25345,"Brain","","AvgCopy",0.35199859,0,0,NA,NA,NA,0,NA,0,7.651483352,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,99134.5697,0,0,0,0,NA,0,0,NA,0,502.376145,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,NA
"3222","1000-0026-118-7733",0,"HS","SW",2011,"6/16/11",167,1003,"Baker Lake","US","US","US","US","Summer",144,25,0.837244942,-3.077147468,"F","WCVI","WCVI",48.477,-124.356,"Mixed","NO","AvgCopy",0.325642764,NA,0,0,0,0,NA,NA,1432.437792,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,10.51619222,NA,0,0,0,NA,NA,NA,0,0,0,0,17.17826278,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3223","1000-0026-118-7734",0,"HS","SW",2011,"6/16/11",167,1003,"LakeWashington","US","US","US","US","Summer",158,36,0.912706703,-3.03966876,"F","WCVI","WCVI",48.477,-124.356,"Mixed","NO","AvgCopy",429.4716482,NA,0,0,0,0,NA,NA,3261.986984,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,157.1087382,NA,0,0,0,NA,NA,NA,0,0,0,145.8187786,2794.663157,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3224","1000-0071-118-7539",0,"PARR","SW",2011,"6/16/11",167,1003,"","","","","","Summer",120,NA,NA,NA,"F","VIS","ECVI",49.33533333,-124.1365,"Mixed","NO","AvgCopy",8.37e-08,NA,0,0,0,0,NA,NA,608.9640159,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,55.49339969,NA,NA,NA,0,0,0,NA,6160.828423,NA,0,0,0,NA,NA,NA,0,0,0,0,0.758477178,0,NA,0,NA,0,1341.560779,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3225","1000-0071-118-7555",0,"PARR","SW",2011,"6/16/11",167,1003,"","","","","","Summer",128,NA,NA,NA,"F","VIS","ECVI",49.21516667,-123.8965,"Mixed","NO","AvgCopy",4.33e-17,NA,0,0,0,0,NA,NA,288243.5719,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,94.69873198,3379.037038,0,70.36753397,0,NA,0,NA,0,14826.85863,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,2.102541702,0,0,0,0,0
"3226","1000-0071-118-7548",0,"PARR","SW",2011,"6/16/11",167,1003,"","","","","","Summer",144,NA,NA,NA,"M","VIS","ECVI",49.311,-123.9171667,"Mixed","NO","AvgCopy",3.27e-12,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,1471.910667,0,346.6955652,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"3227","1000-0073-118-9348",0,"PARR","SW",2012,"6/15/12",167,1368,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",88,NA,NA,NA,"U","VIN","ECVI",50.14823333,-125.1007667,"Mixed","NO","AvgCopy",49364.86839,0,0,NA,NA,NA,NA,NA,11306.67353,0,NA,NA,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,20536.58796,NA,0,0,0,NA,NA,0,NA,0,21501.46892,0,0,0,NA,0,0,0,51669.66523,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0
