"","Unique","Ewatch","Prog","SWFW","Year","Date","DOY","days","Stock","Stock_Analysis","Stock_Region","Stock_Group","Stock_Area","SEASON1","Length","Mass","K","logK","Sex","Catch_Region","Zone","Latitude","Longitude","Tissue","LOD","Value","hkg","ae_hyd","ae_sal","arena1","arena2","ascv","aspv","Bafini_b","c_b_cys","ce_sha","Circo.virus","cov","cr_sal","ctv","de_sal","fa_mar","fl_psy","gy_sal","Hantavirus","ic_hof","ic_mul","IcD","ihnv","ipnv","isav7","isav8","ku_thy","lo_sal","mitov","mo_vis","my_arc","my_cer","my_ins","na_sal","ne_per","Nido2_a","nu_sal","omv","ortho","pa_kab","pa_min","pa_pse","pa_ther","pch_sal","Picorna2_virus","pisck_sal","pmcv","prv","pspv","Qin","re_sal","reov","Rhabdo3_virus","rlo","Salmovirus","sav","sch","SGPV","smallUK","sp_des","sp_sal","te_bry","te_mar","toti","ven","ver","vhsv","vi_ang","vi_sal","ye_ruc","richness","rib"
"5737","1000-0071-118-7582",0,"PARR","SW",2011,"6/18/11",169,1005,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",133,21.5,0.91386814,-3.039116463,"M","VIS","ECVI",48.73883333,-123.5361667,"Mixed","NO","AvgCopy",0.000287137,NA,0,0,0,0,NA,NA,125435.182,0,0,0,0,0,0,0,0,NA,NA,0,0,0.219584635,0,NA,NA,NA,0,0,0,NA,1230520.636,NA,0,0,0,NA,NA,NA,0,0,0,0.435047745,537.9218373,0,0,0,NA,0,3031.490578,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,6,0.0487982498618263
"5741","1000-0071-118-7589",0,"PARR","SW",2011,"6/19/11",170,1006,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",121,15.5,0.874934592,-3.058024413,"F","VIS","ECVI",48.89633333,-123.5935,"Mixed","NO","AvgCopy",1.46e-07,NA,0,0,0,0,NA,NA,184726.6017,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,143483.6938,NA,0,0,0,NA,NA,NA,0,0,10.5944983,0,84.35332751,0,0,0,NA,0,11615.57048,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,5,0.061292652015554
"5751","1000-0071-118-7591",0,"PARR","SW",2011,"6/19/11",170,1006,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",106,10,0.839619283,-3.075917596,"M","VIS","ECVI",48.89633333,-123.5935,"Mixed","NO","AvgCopy",3.38e-06,NA,0,0,0,0,NA,NA,17861.36785,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,67.40058063,7458.315263,0,213.3353694,0,0,0,NA,0,3225.114909,0,0,NA,0,0,NA,NA,12.27555563,0,0,0,NA,0,0,0,0,0,0,0,0,0,6,0.0118689343580191
"57610","1000-0071-118-7631",0,"PARR","SW",2011,"6/22/11",173,1009,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",128,19,0.905990601,-3.042876308,"F","VIN","ECVI",50.30566667,-125.3297333,"Mixed","NO","AvgCopy",4.63e-09,NA,0,0,0,0,NA,NA,31015.68391,0,0,0,0,0,0,0,0,NA,NA,1.508610986,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,49.29609889,0,0,0,NA,0,846.9157165,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,0.00888850465684769
"5779","1000-0071-118-7632",0,"PARR","SW",2011,"6/22/11",173,1009,"Tachie","Late Stuart","Upper Fraser","Upper Fraser","Fraser","Summer",132,20,0.869577316,-3.060691798,"M","VIN","ECVI",50.30566667,-125.3297333,"Mixed","NO","AvgCopy",1.16e-06,NA,0,0,0.321979849,0,NA,NA,46.26184124,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,23.48891917,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,5.69700296064836e-05
"5782","1000-0071-118-7634",0,"PARR","SW",2011,"6/22/11",173,1009,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",130,21,0.955848885,-3.019610762,"M","VIN","ECVI",50.30566667,-125.3297333,"Mixed","NO","AvgCopy",2.52e-06,NA,0,0,0,0,NA,NA,123942.026,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,4201.872046,0,0,0,0,0,NA,NA,6.001956334,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,0.0376441684238499
"5792","1000-0071-118-7635",0,"PARR","SW",2011,"6/22/11",173,1009,"Mitchell","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",123,16.5,0.886683465,-3.05223139,"F","VIN","ECVI",50.30566667,-125.3297333,"Mixed","NO","AvgCopy",0.376343548,NA,0,0,4.600810133,0,NA,NA,2226.001439,0,0,0,0,0,0,0,0,NA,NA,0,0,123.1369695,0,NA,NA,NA,0,10137.10902,0,NA,386133.7085,NA,0,0,0,NA,NA,NA,0,11.14082568,0,0,0,0,0,0,NA,0,671.8213834,0,0,0,0,0,NA,NA,7.151368788,0,0,0,NA,0,0,0,0,0,0,0,0,0,8,0.0228531574497199
"5808","1000-0071-118-7636",0,"PARR","SW",2011,"6/22/11",173,1009,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",126,17.5,0.874835531,-3.058073587,"M","VIN","ECVI",50.30566667,-125.3297333,"Mixed","NO","AvgCopy",0.507723714,NA,0,0,21.30085511,0,NA,NA,3007.21567,0,0,0,0,0,0,0,0,NA,NA,0,0,12172.21472,0,NA,NA,NA,0,0,0,NA,65.52366824,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,2345.64111,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,5,0.00336578289097762
"5811","1000-0071-118-7637",0,"PARR","SW",2011,"6/22/11",173,1009,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",126,17.5,0.874835531,-3.058073587,"M","VIN","ECVI",50.30566667,-125.3297333,"Mixed","NO","AvgCopy",0.000578381,NA,0,0,0,0,NA,NA,5018.07645,0,0,0,0,0,0,0,0,NA,NA,0,0,13617.96102,0,NA,NA,NA,0,0,0,NA,2956.958374,NA,0,0,0,NA,NA,NA,0,0,0,35.66775671,8.099740843,0,0,0,NA,0,1748.660546,0,0,0,0,0,NA,NA,1.42799263,0,0,0,NA,0,0,0,0,0,0,0,0,0,7,0.00363954507264622
"5822","1000-0071-118-7638",NA,"PARR","SW",2011,"6/22/11",173,NA,"Chilko","Chilko","Middle Middle Fraser","Middle Fraser","Fraser","Summer",135,22,NA,NA,"M","VIN","ECVI",50.30566667,-125.3297333,"Gill","","AvgCopy",0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3522.094833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.89470749060763e-07
"58310","1000-0071-118-7639",0,"PARR","SW",2011,"6/22/11",173,1009,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",126,17,0.84984023,-3.070662714,"F","VIN","ECVI",50.30566667,-125.3297333,"Mixed","NO","AvgCopy",3.831573533,NA,0,0,0,0,NA,NA,5796.494601,0,0,0,0,0,0,0,0,NA,NA,0,0,739.4151477,0,NA,NA,NA,0,0,0,NA,20570.79342,NA,0,0,0,NA,NA,NA,0,0,0,12.86779237,0,0,0,0.055333208,NA,0,2428.888041,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,6,0.0174724658704683
"5843","1000-0071-118-7640",0,"PARR","SW",2011,"6/22/11",173,1009,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",128,NA,NA,NA,"F","VIN","ECVI",50.2951,-125.40535,"Mixed","NO","AvgCopy",0.006489423,NA,0,0,0,0,NA,NA,35737.34676,0,0,0,0,0,0,0,0,NA,NA,0,0,12.18430213,0,NA,NA,NA,0,0,0,NA,594483.6148,NA,0,0,0,NA,NA,NA,NA,0,0,0,9.904625568,0,0,0,NA,0,5988.816317,0,0,0,0,0,NA,NA,6.409518248,0,0,0,NA,0,0,0,0,0,0,0,0,0,6,0.0235193569290867
"5851","1000-0071-118-7642",0,"PARR","SW",2011,"6/22/11",173,1009,"Thompson N","North Thompson","Thompson","Thompson","Thompson","Summer",127,23.5,1.147246389,-2.940343301,"U","VIN","ECVI",50.2951,-125.40535,"Mixed","NO","AvgCopy",5.35e-13,NA,0,0,0,0,NA,NA,33770.60326,0,0,0,0,0,0,0,0,NA,NA,0,0,10211.43864,0,NA,NA,NA,0,0,0,NA,1701172.682,NA,0,0,0,NA,NA,NA,NA,0,0,0,40.87267907,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,0.0261023732247651
"5861","1000-0071-118-7644",0,"PARR","SW",2011,"6/22/11",173,1009,"Bivouac","Early Stuart","Upper Fraser","Upper Fraser","Fraser","Summer",135,22,0.894172636,-3.048578625,"F","VIN","ECVI",50.2951,-125.40535,"Mixed","NO","AvgCopy",4.15e+13,NA,0,0,0,0,NA,NA,8137.135404,0,0,0,0,0,0,0,0,NA,NA,0,0,4.618599646,0,NA,NA,NA,0,0,0,NA,152418.6982,NA,0,0,0,NA,NA,NA,0,3.361502861,1.198467825,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,5,0.00362586885277637
"5871","1000-0071-118-7645",0,"PARR","SW",2011,"6/22/11",173,1009,"Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",117,NA,NA,NA,"M","VIN","ECVI",50.33306667,-125.45355,"Mixed","NO","AvgCopy",1.17e+25,NA,0,0,0,0,NA,NA,11140.02585,0,0,0,0,0,0,0,0,NA,NA,0,0,301.5585275,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,10.8246481,0,0,0,NA,0,468.9228391,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,0.00336189277848324
"5881","1000-0071-118-7647",0,"PARR","SW",2011,"6/22/11",173,1009,"Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",119,14.5,0.860452931,-3.065272882,"M","VIN","ECVI",50.36405,-125.3862833,"Mixed","NO","AvgCopy",9.25e+29,NA,0,0,0,0,NA,NA,257.6875088,0,0,0,0,0,0,0,0,NA,NA,0,0,0.257287237,0,NA,NA,NA,0,0,0,NA,1.670127948,NA,0,0,0,NA,NA,NA,0,0,0,0,15.27806033,0,0,0,NA,0,10.94780983,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,5,0.000106844718177021
"5891","1000-0071-118-7648",0,"PARR","SW",2011,"6/22/11",173,1009,"Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",134,22.5,0.935121674,-3.029131877,"M","VIN","ECVI",50.42925,-125.4901667,"Mixed","NO","AvgCopy",2e+32,NA,0,0,0,0,NA,NA,8099.923051,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,232877.013,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,3798.226346,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,0.00865266872027454
"5901","1000-0071-118-7650",0,"PARR","SW",2011,"6/23/11",174,1010,"Bivouac","Early Stuart","Upper Fraser","Upper Fraser","Fraser","Summer",117,15,0.936555835,-3.028466326,"U","VIN","ECVI",50.47226667,-126.0538667,"Mixed","NO","AvgCopy",27258.45384,NA,0,0,0,0,NA,NA,17.09697998,0,0,0,0,0,0,0,0,NA,NA,0,0,477.6351072,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,67.1688561,0,0,0,0,0,NA,0,49396.941,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,0.0547586464902102
"5911","1000-0071-118-7651",0,"PARR","SW",2011,"6/23/11",174,1010,"Birkenhead","Birkenhead","Lower Fraser","Lower Fraser","Fraser","Summer",119,15.5,0.919794512,-3.036309186,"U","VIN","ECVI",50.47226667,-126.0538667,"Mixed","NO","AvgCopy",7.155128076,NA,0,0,0,0,NA,NA,6767.784662,0,0,0,0,0,0,0,0,NA,NA,0,0,791.2129456,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,5.242643194,4.483006319,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,0.00172282719913369
"5921","1000-0071-118-7652",0,"PARR","SW",2011,"6/23/11",174,1010,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",125,17.5,0.896,-3.04769199,"U","VIN","ECVI",50.47226667,-126.0538667,"Mixed","NO","AvgCopy",7.27e+26,NA,0,0,0,0,NA,NA,2789.40899,0,0,0,0,0,0,0,0,NA,NA,0,0,13.85498855,0,NA,NA,NA,0,0,0,NA,52508.2836,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,717.9208771,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,0.00204136410563895
"5931","1000-0071-118-7662",0,"PARR","SW",2011,"6/23/11",174,1010,"Mitchell","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",133,19.5,0.828857151,-3.081520312,"U","VIN","ECVI",50.44986667,-126.0856167,"Mixed","NO","AvgCopy",10.16346745,NA,0,0,0.119314078,0,NA,NA,20135.14419,0,0,0,0,0,0,0,0,NA,NA,0,0,231.1379722,0,NA,NA,NA,0,0,0,NA,8979.03878,NA,0,0,0,NA,NA,NA,0,0,0,0,9.239086495,0,0,0,NA,0,224.3616167,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,6,0.00545792983695741
"5941","1000-0071-118-7663",0,"PARR","SW",2011,"6/23/11",174,1010,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",135,21.5,0.873850531,-3.058562846,"U","VIN","ECVI",50.44986667,-126.0856167,"Mixed","NO","AvgCopy",6.82e-05,NA,0,0,2.537821953,0,NA,NA,149188.1577,0,0,0,0,0,0,0,0,NA,NA,0,0,5816.779002,0,NA,NA,NA,0,0,0,NA,94934.78075,NA,0,0,0,NA,NA,NA,0,0,0,1.475921181,0,0,0,0,NA,0,253.3410507,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,6,0.0390388233517594
"5951","1000-0071-118-7664",0,"PARR","SW",2011,"6/23/11",174,1010,"Tachie","Late Stuart","Upper Fraser","Upper Fraser","Fraser","Summer",112,12,0.854136297,-3.068472822,"U","VIN","ECVI",50.44986667,-126.0856167,"Mixed","NO","AvgCopy",2.84e-06,NA,0,0,0.66832494,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,13.0745657,0,NA,NA,NA,0,0,0,NA,114.369006,NA,0,0,0,NA,NA,NA,0,0,0,0,22.35435295,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,4.42486706252522e-05
"5961","1000-0071-118-7665",0,"PARR","SW",2011,"6/23/11",174,1010,"Seymour","Seymour","Lower Fraser","Lower Fraser","Fraser","Summer",124,16,0.839179618,-3.076145073,"U","VIN","ECVI",50.44986667,-126.0856167,"Mixed","NO","AvgCopy",188.1539915,NA,0,0,0.406533297,0,NA,NA,151402.3899,0,0,0,0,0,0,0,0,NA,NA,0,0,23973.34995,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,5.184267387,0,0,0,NA,0,4395.819044,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,5,0.0432314744476119
"5971","1000-0071-118-7667",0,"PARR","SW",2011,"6/23/11",174,1010,"L Adams","Late Shuswap","Thompson","Thompson","Thompson","Summer",129,19,0.88508396,-3.05301553,"U","VIN","ECVI",50.40716667,-125.8754333,"Mixed","NO","AvgCopy",543831.1955,NA,0,0,0,0,NA,NA,2517.910728,0,0,0,0,0,0,0,0,NA,NA,0,0,3203.202502,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,1748.212997,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,0.00257633754526673
"5981","1000-0071-118-7668",0,"PARR","SW",2011,"6/23/11",174,1010,"Blue Lead Cr","Quesnel","Middle Fraser","Middle Fraser","Fraser","Summer",120,16,0.925925926,-3.033423755,"U","VIN","ECVI",50.40716667,-125.8754333,"Mixed","NO","AvgCopy",1.02e-07,NA,0,0,0,0,NA,NA,6995.308997,0,0,0,0,NA,0,0,0,NA,NA,0,0,1.276569372,0,NA,NA,NA,0,0,0,NA,830898.191,NA,0,0,0,NA,NA,NA,0,0,0,0.006116707,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,0.0103035989585579
"599","1000-0071-118-7669",0,"PARR","SW",2011,"6/23/11",174,1010,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",122,17.5,0.963737053,-3.016041443,"U","VIN","ECVI",50.40716667,-125.8754333,"Mixed","NO","AvgCopy",6.92e-09,NA,0,0,0.086861272,0,NA,NA,31850.22739,0,0,0,0,0,0,0,0,NA,NA,0,0,191.7218059,0,NA,NA,NA,0,0,0,NA,323683.9266,NA,0,0,0,NA,NA,NA,0,0,0,0.021669863,0,0,0,0,NA,0,3517.880475,0,0,0,2.415141719,0,NA,NA,3.33359925,0,0,0,NA,0,0,0,0,0,0,0,0,0,8,0.0221530633569485
"6001","1000-0071-118-7690",0,"PARR","SW",2011,"6/25/11",176,1012,"Chilko south","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",118,15,0.912946309,-3.039554763,"U","VIS","ECVI",49.92168333,-125.0676833,"Mixed","NO","AvgCopy",7.8e-09,NA,0,0,0,0,NA,NA,263744.3676,0,0,0,0,0,0,0,0,NA,NA,0,0,232.083461,0,NA,NA,NA,0,0,0,NA,2407991.177,NA,0,0,0,NA,NA,NA,0,0,26.34078675,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,0.0915193474420088
"6011","1000-0071-118-7691",0,"PARR","SW",2011,"6/25/11",176,1012,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",115,12.5,0.821895291,-3.085183508,"U","VIS","ECVI",49.92168333,-125.0676833,"Mixed","NO","AvgCopy",184.0018325,NA,0,0,0,0,NA,NA,31222.75532,0,0,0,0,0,0,0,0,NA,NA,0,0,3384627.33,0,NA,NA,NA,0,0,0,NA,40092.75604,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,207.8272318,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,0.00949998813685349
"6021","1000-0071-118-7693",0,"PARR","SW",2011,"6/25/11",176,1012,"Chilko south","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",104,10,0.888996359,-3.051100018,"U","VIS","ECVI",49.84841667,-124.9734,"Mixed","NO","AvgCopy",460.0106633,NA,0,0,0,0,NA,NA,87528.5896,0,0,0,0,0,0,0,0,NA,NA,0,0,11427177.82,4596.193336,NA,NA,NA,0,0,0,NA,224088.4817,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,109.0322558,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,5,0.0585179872969452
"6031","1000-0071-118-7694",0,"PARR","SW",2011,"6/25/11",176,1012,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",85,6,0.976999796,-3.010105527,"U","VIS","ECVI",49.84841667,-124.9734,"Mixed","NO","AvgCopy",0.000390238,NA,0,0,0,0,NA,NA,21617.32875,0,0,0,0,0,0,0,0,NA,NA,0,0,205.4154911,0,NA,NA,NA,0,0,0,NA,101694.3032,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,27414.65238,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0.612562656,0,0,0,0,0,5,0.0377113101964438
"6041","1000-0071-118-7703",0,"PARR","SW",2011,"6/25/11",176,1012,"Tachie","Late Stuart","Upper Fraser","Upper Fraser","Fraser","Summer",130,16,0.728265817,-3.137710074,"U","VIS","ECVI",49.77538333,-124.9314,"Mixed","NO","AvgCopy",9.52e-05,NA,0,0,0.44301433,0,NA,NA,4187.541413,0,0,0,0,0,0,0,0,NA,NA,0,0,722662.4562,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,8255.506684,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,0.00136237216610409
"6051","1000-0071-118-7712",0,"PARR","SW",2011,"6/25/11",176,1012,"WidgeonSlough","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",125,18.5,0.9472,-3.023558311,"U","VIS","ECVI",49.77683333,-124.8112833,"Mixed","NO","AvgCopy",0.001883383,NA,0,0,13175312.14,0,NA,NA,34810.16009,0,0,0,0,0,0,0,0,NA,NA,0,0,613802.4584,0,NA,NA,NA,0,0,0,NA,24.71458319,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,4,0.0871879157491672
"6061","1000-0071-118-7715",0,"PARR","SW",2011,"6/25/11",176,1012,"Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",147,24.5,0.77128357,-3.11278592,"U","VIS","ECVI",49.55623333,-124.6660333,"Mixed","NO","AvgCopy",7.35e-06,NA,0,0,1.053255371,0,NA,NA,203499.2444,0,0,0,0,0,0,0,0,NA,NA,0,0,19144.50117,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,143.7101529,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,8.598510639,0,0,0,NA,0,0,0,0,0,0,0,0,0,5,0.0541081776266005
"6071","1000-0071-118-7721",0,"PARR","SW",2011,"6/25/11",176,1012,"Harrison","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Harrison-Widgeon","Summer",133,20.5,0.871362645,-3.059801062,"U","VIS","ECVI",49.4327,-124.4615167,"Mixed","NO","AvgCopy",0.02317624,NA,0,0,0,0,NA,NA,4946.817081,0,0,0,0,0,0,0,0,NA,NA,0,0,42.49531747,0,NA,NA,NA,0,0,0,NA,1792.52653,NA,0,0,0,NA,NA,NA,0,0,0,3.763512971,0,0,0,0,NA,0,29661.22702,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,5,0.0341488089605332
"6081","1000-0073-118-9265",0,"PARR","SW",2012,"6/13/12",165,1366,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",95,NA,NA,NA,"U","VIN","ECVI",50.3491,-125.4867,"Mixed","NO","AvgCopy",9549943.114,0,0,NA,825.5125648,NA,NA,NA,646.4333484,0,0,NA,0,NA,0,0,0,0,NA,0,0,525202.9064,0,0,0,0,0,0,NA,0,268858.4555,NA,0,0,0,NA,0,0,NA,0,0,0.286246354,33.16622639,0,0,0,0,0,1465.829034,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,7,0.0047655964460796
"6091","1000-0073-118-9266",0,"PARR","SW",2012,"6/13/12",165,1366,"Scotch","Scotch","Thompson","Thompson","Thompson","Summer",100,NA,NA,NA,"U","VIN","ECVI",50.3491,-125.4867,"Mixed","NO","AvgCopy",620996485,0,0,NA,0,NA,NA,NA,29311.71448,0,0,NA,0,NA,0,0,0,0,NA,0,0,900255.9231,0,0,0,0,0,0,NA,0,4.252090452,NA,0,0,0,NA,0,0,NA,0,0,0,2.458536789,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,4,0.00768080693101388
"6101","1000-0073-118-9268",0,"PARR","SW",2012,"6/13/12",165,1366,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",97,NA,NA,NA,"U","VIN","ECVI",50.3491,-125.4867,"Mixed","NO","AvgCopy",2249.056036,0,0,NA,1734005.855,NA,NA,NA,7583.68185,0,0,NA,0,NA,0,0,0,0,NA,0,0,13237.89929,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,9.322225445,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,4,0.0122162512143328
"6111","1000-0073-118-9269",0,"PARR","SW",2012,"6/13/12",165,1366,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",105,NA,NA,NA,"U","VIN","ECVI",50.3491,-125.4867,"Mixed","NO","AvgCopy",920953417,0,0,NA,117.670252,NA,NA,NA,234767.0062,0,0,NA,0,NA,0,0,0,0,NA,0,0,252703.605,0,0,0,0,0,0,NA,0,9.927301925,NA,0,0,0,NA,0,0,NA,2.838649791,0,0,8.555349251,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,6,0.0595424425820217
"612","1000-0073-118-9270",0,"PARR","SW",2012,"6/14/12",166,1367,"L Shuswap","Late Shuswap","Thompson","Thompson","Thompson","Summer",117,NA,NA,NA,"U","VIN","ECVI",50.46951667,-126.0291,"Mixed","NO","AvgCopy",153773.5876,0,0,NA,1.196982183,NA,NA,NA,121.87092,0,0,NA,0,NA,0,0,0,0,NA,0,0,3.122721241,0,0,0,0,0,0,NA,0,114626.6834,NA,0,0,0,NA,0,0,NA,0,35.86151577,0,0,0,0,0,0,0,0.562465968,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,6,0.00120896527571464
"6131","1000-0073-118-9271",0,"PARR","SW",2012,"6/14/12",166,1367,"Chilko","Chilko","Middle Fraser","Middle Fraser","Fraser","Summer",118,NA,NA,NA,"U","VIN","ECVI",50.46951667,-126.0291,"Mixed","NO","AvgCopy",2689409.932,0,0,NA,3.344216783,NA,NA,NA,23415.45986,0,0,NA,0,NA,0,0,0,0,NA,0,0,2171678.914,0,0,0,0,0,0,NA,0,78522.04756,NA,0,0,0,NA,0,0,NA,0,9176.749262,0,19.59749184,0,0,0,0,0,1578.71128,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,7,0.00924387647589211
